# BUSCO version is: 5.8.2 
# The lineage dataset is: diptera_odb12 (Creation date: 2026-06-16, number of genomes: 76, number of BUSCOs: 5067)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
3874at7147	Complete	SUPER_2	138780591	138779565	-	285.7	148	https://v12-1.orthodb.org/?query=3874at7147	cofilin/actin-depolymerizing factor homolog
4069at7147	Complete	SUPER_3	42308637	42340785	+	349.1	262	https://v12-1.orthodb.org/?query=4069at7147	ganglioside-induced differentiation-associated protein 1
4073at7147	Complete	SUPER_3	299460894	299517966	+	978.3	512	https://v12-1.orthodb.org/?query=4073at7147	putative aldehyde dehydrogenase family 7 member A1 homolog
4095at7147	Complete	SUPER_3	35810643	35809117	-	713.9	376	https://v12-1.orthodb.org/?query=4095at7147	TBC1 domain family member 13
4164at7147	Complete	SUPER_1	319460507	319453803	-	219.4	117	https://v12-1.orthodb.org/?query=4164at7147	transcription elongation factor B polypeptide 2
4211at7147	Missing
4218at7147	Complete	SUPER_2	337233257	337240636	+	764.9	434	https://v12-1.orthodb.org/?query=4218at7147	odorant receptor coreceptor
4274at7147	Complete	SUPER_1	150598637	150593630	-	900.1	583	https://v12-1.orthodb.org/?query=4274at7147	ATP-dependent RNA helicase DHX33
4353at7147	Complete	SUPER_2	129933459	129906821	-	1031.9	506	https://v12-1.orthodb.org/?query=4353at7147	myo-inositol-1-phosphate synthase
4421at7147	Complete	SUPER_2	17738161	17736364	-	841.0	520	https://v12-1.orthodb.org/?query=4421at7147	T-cell immunomodulatory protein
4470at7147	Complete	SUPER_2	251961432	251963970	+	1060.5	562	https://v12-1.orthodb.org/?query=4470at7147	Trifunctional nucleotide phosphoesterase protein YfkN
4511at7147	Complete	SUPER_2	182959573	182958704	-	470.0	231	https://v12-1.orthodb.org/?query=4511at7147	proteasome subunit alpha type-2
4573at7147	Complete	SUPER_1	348980571	348978345	-	1024.8	536	https://v12-1.orthodb.org/?query=4573at7147	Choline O-acetyltransferase
4606at7147	Complete	SUPER_1	346287162	346277420	-	1339.4	682	https://v12-1.orthodb.org/?query=4606at7147	protein O-mannosyl-transferase 2
4667at7147	Complete	SUPER_1	13294132	13240839	-	1017.2	513	https://v12-1.orthodb.org/?query=4667at7147	actin-binding protein IPP
4829at7147	Complete	SUPER_2	22284428	22292141	+	5576.6	2321	https://v12-1.orthodb.org/?query=4829at7147	pre-mRNA-processing-splicing factor 8
4932at7147	Complete	SUPER_3	207725658	207727102	+	727.0	418	https://v12-1.orthodb.org/?query=4932at7147	Branched-chain-amino-acid aminotransferase
5213at7147	Complete	SUPER_1	255752689	255751899	-	351.4	187	https://v12-1.orthodb.org/?query=5213at7147	probable glucosamine 6-phosphate N-acetyltransferase
5225at7147	Complete	SUPER_1	11614822	11615295	+	232.8	122	https://v12-1.orthodb.org/?query=5225at7147	transcription initiation factor TFIID subunit 13
5241at7147	Missing
5263at7147	Complete	SUPER_3	205108789	205104651	-	946.7	479	https://v12-1.orthodb.org/?query=5263at7147	serine/threonine-protein phosphatase 5
5433at7147	Complete	SUPER_1	231858329	231866610	+	359.5	221	https://v12-1.orthodb.org/?query=5433at7147	transmembrane protein 192
5488at7147	Complete	SUPER_1	282984816	283004424	+	208.5	245	https://v12-1.orthodb.org/?query=5488at7147	dehydrodolichyl diphosphate synthase complex subunit NUS1
5674at7147	Complete	SUPER_2	356369670	356368721	-	522.0	267	https://v12-1.orthodb.org/?query=5674at7147	probable 18S rRNA (guanine-N(7))-methyltransferase
5711at7147	Complete	SUPER_2	126224267	126233605	+	328.8	348	https://v12-1.orthodb.org/?query=5711at7147	glycoprotein endo-alpha-1,2-mannosidase
5723at7147	Complete	SUPER_2	336215241	336214385	-	371.0	268	https://v12-1.orthodb.org/?query=5723at7147	transport and Golgi organization protein 2
5768at7147	Missing
5780at7147	Duplicated	SUPER_2	49900538	49895605	-	669.1	450	https://v12-1.orthodb.org/?query=5780at7147	Protein germ cell-less
5780at7147	Duplicated	SUPER_2	49909387	49906649	-	627.1	431	https://v12-1.orthodb.org/?query=5780at7147	Protein germ cell-less
5845at7147	Complete	SUPER_1	196943929	196941913	-	676.2	522	https://v12-1.orthodb.org/?query=5845at7147	CCR4-NOT transcription complex subunit 10
5858at7147	Complete	SUPER_1	7169441	7168764	-	237.0	199	https://v12-1.orthodb.org/?query=5858at7147	uncharacterized protein LOC106618968 isoform X1
5978at7147	Complete	SUPER_X	1476261	1469176	-	835.6	527	https://v12-1.orthodb.org/?query=5978at7147	protein wntless
6130at7147	Complete	SUPER_2	26563401	26564151	+	241.8	169	https://v12-1.orthodb.org/?query=6130at7147	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
6240at7147	Complete	SUPER_2	345424050	345406455	-	701.8	432	https://v12-1.orthodb.org/?query=6240at7147	monocarboxylate transporter 10
6256at7147	Complete	SUPER_3	44818359	44816224	-	897.5	664	https://v12-1.orthodb.org/?query=6256at7147	protein arginine N-methyltransferase 7
6718at7147	Complete	SUPER_3	32910997	32897572	-	784.3	537	https://v12-1.orthodb.org/?query=6718at7147	SET and MYND domain-containing protein 4
6736at7147	Complete	SUPER_X	6096315	6097761	+	947.7	460	https://v12-1.orthodb.org/?query=6736at7147	retinoblastoma binding protein 5
6974at7147	Complete	SUPER_1	339596754	339599519	+	982.9	528	https://v12-1.orthodb.org/?query=6974at7147	Atlastin
7054at7147	Complete	SUPER_2	267632207	267633195	+	456.6	277	https://v12-1.orthodb.org/?query=7054at7147	solute carrier family 25 member 51
7326at7147	Complete	SUPER_3	141272020	141275407	+	1269.1	910	https://v12-1.orthodb.org/?query=7326at7147	alanine--tRNA ligase, mitochondrial
7353at7147	Complete	SUPER_3	54918367	54906634	-	890.7	697	https://v12-1.orthodb.org/?query=7353at7147	inositol polyphosphate 5-phosphatase OCRL
7355at7147	Complete	SUPER_2	323303276	323304770	+	903.0	470	https://v12-1.orthodb.org/?query=7355at7147	Adenylosuccinate lyase
7470at7147	Duplicated	SUPER_2	232059434	232060149	+	312.8	150	https://v12-1.orthodb.org/?query=7470at7147	Immunoglobulin domain-containing protein oig-4
7470at7147	Duplicated	SUPER_2	232061484	232062163	+	317.2	149	https://v12-1.orthodb.org/?query=7470at7147	Immunoglobulin domain-containing protein oig-4
7527at7147	Complete	SUPER_1	230942993	230944166	+	753.1	333	https://v12-1.orthodb.org/?query=7527at7147	LIM and senescent cell antigen-like-containing domain protein 1
7563at7147	Complete	SUPER_1	226052627	226032631	-	2190.5	1103	https://v12-1.orthodb.org/?query=7563at7147	probable phosphorylase b kinase regulatory subunit alpha
7677at7147	Complete	SUPER_1	309084834	309100170	+	645.2	337	https://v12-1.orthodb.org/?query=7677at7147	elongation of very long chain fatty acids protein
7764at7147	Complete	SUPER_2	116001426	115973702	-	765.3	460	https://v12-1.orthodb.org/?query=7764at7147	Ionotropic glutamate receptor
7798at7147	Complete	SUPER_3	68074612	68106422	+	475.9	236	https://v12-1.orthodb.org/?query=7798at7147	GTP-binding protein Rit2
7971at7147	Complete	SUPER_3	137906738	137908332	+	1009.6	491	https://v12-1.orthodb.org/?query=7971at7147	glucose-6-phosphate 1-dehydrogenase
8005at7147	Complete	SUPER_2	206013042	206014430	+	801.8	428	https://v12-1.orthodb.org/?query=8005at7147	N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein
8016at7147	Complete	SUPER_1	4160451	4157335	-	1496.7	901	https://v12-1.orthodb.org/?query=8016at7147	transportin-3
8037at7147	Complete	SUPER_1	331671581	331659345	-	2299.4	994	https://v12-1.orthodb.org/?query=8037at7147	sodium/potassium-transporting ATPase subunit alpha
8079at7147	Complete	SUPER_2	270751997	270657502	-	2186.3	1069	https://v12-1.orthodb.org/?query=8079at7147	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase
8161at7147	Complete	SUPER_1	349450148	349447955	-	938.3	684	https://v12-1.orthodb.org/?query=8161at7147	uncharacterized protein, isoform A
8234at7147	Complete	SUPER_1	180087587	180089747	+	742.1	535	https://v12-1.orthodb.org/?query=8234at7147	TBC1 domain family member 15
8348at7147	Complete	SUPER_1	148958317	148920887	-	695.2	387	https://v12-1.orthodb.org/?query=8348at7147	Ethanolaminephosphotransferase 1
8364at7147	Complete	SUPER_2	354830090	354831520	+	358.2	228	https://v12-1.orthodb.org/?query=8364at7147	45 kDa calcium-binding protein
8365at7147	Complete	SUPER_3	49817696	49818380	+	228.2	240	https://v12-1.orthodb.org/?query=8365at7147	lysM and putative peptidoglycan-binding domain-containing protein 3
8456at7147	Complete	SUPER_1	207908471	207907292	-	468.9	334	https://v12-1.orthodb.org/?query=8456at7147	Inositol polyphosphate 1-phosphatase
8734at7147	Complete	SUPER_3	299487054	299483708	-	1217.0	857	https://v12-1.orthodb.org/?query=8734at7147	uncharacterized protein, isoform A
8741at7147	Complete	SUPER_1	136666142	136667461	+	506.7	404	https://v12-1.orthodb.org/?query=8741at7147	DNA fragmentation factor subunit beta
8776at7147	Complete	SUPER_1	107452641	107451783	-	312.7	261	https://v12-1.orthodb.org/?query=8776at7147	histidine protein methyltransferase 1 homolog
8873at7147	Complete	SUPER_3	270657182	270654248	-	830.1	841	https://v12-1.orthodb.org/?query=8873at7147	WD repeat-containing protein 6
8933at7147	Complete	SUPER_2	160217041	160215235	-	1079.2	542	https://v12-1.orthodb.org/?query=8933at7147	T-complex protein 1 subunit theta
8944at7147	Complete	SUPER_1	2923606	2922432	-	480.6	320	https://v12-1.orthodb.org/?query=8944at7147	nucleoside diphosphate kinase 7
8977at7147	Complete	SUPER_1	105529919	105510451	-	1071.3	518	https://v12-1.orthodb.org/?query=8977at7147	nicotinate phosphoribosyltransferase
9125at7147	Complete	SUPER_2	72583693	72570979	-	1846.4	1029	https://v12-1.orthodb.org/?query=9125at7147	Phospholipase D2
9191at7147	Complete	SUPER_3	206051307	206050074	-	435.1	301	https://v12-1.orthodb.org/?query=9191at7147	selenide, water dikinase 2
9356at7147	Complete	SUPER_3	299153282	299152184	-	442.3	313	https://v12-1.orthodb.org/?query=9356at7147	Peroxisomal membrane protein PEX16
9394at7147	Complete	SUPER_2	54626796	54625108	-	614.3	324	https://v12-1.orthodb.org/?query=9394at7147	transaldolase
9406at7147	Complete	SUPER_X	1756919	1751527	-	365.8	183	https://v12-1.orthodb.org/?query=9406at7147	nuclear factor 1
9425at7147	Complete	SUPER_2	109315088	109316078	+	355.6	352	https://v12-1.orthodb.org/?query=9425at7147	neugrin
9487at7147	Complete	SUPER_1	214549310	214567053	+	623.0	405	https://v12-1.orthodb.org/?query=9487at7147	Phosphatidylinositol glycan anchor biosynthesis class U protein
9678at7147	Complete	SUPER_1	139681755	139680207	-	995.3	475	https://v12-1.orthodb.org/?query=9678at7147	F-box-like/WD repeat-containing protein ebi
9921at7147	Complete	SUPER_3	175693437	175694727	+	336.1	259	https://v12-1.orthodb.org/?query=9921at7147	proline-rich extensin-like protein EPR1
9938at7147	Complete	SUPER_3	131794995	131749576	-	4595.9	3091	https://v12-1.orthodb.org/?query=9938at7147	Vacuolar protein sorting-associated protein 13
10055at7147	Complete	SUPER_2	332757501	332766470	+	1026.9	504	https://v12-1.orthodb.org/?query=10055at7147	RAC serine/threonine-protein kinase
10097at7147	Complete	SUPER_1	174467951	174467054	-	560.8	296	https://v12-1.orthodb.org/?query=10097at7147	hydroxymethylglutaryl-CoA lyase, mitochondrial
10198at7147	Complete	SUPER_1	5323017	5324409	+	873.2	395	https://v12-1.orthodb.org/?query=10198at7147	ruvB-like helicase 2
10247at7147	Complete	SUPER_1	156643298	156532234	-	2335.1	1231	https://v12-1.orthodb.org/?query=10247at7147	epidermal growth factor receptor
10407at7147	Complete	SUPER_1	353641660	353640760	-	508.8	271	https://v12-1.orthodb.org/?query=10407at7147	diphthine methyl ester synthase
10408at7147	Complete	SUPER_3	254951824	254939963	-	277.5	160	https://v12-1.orthodb.org/?query=10408at7147	uncharacterized protein LOC119656828 isoform X1
10443at7147	Complete	SUPER_2	50392381	50397042	+	1656.5	1112	https://v12-1.orthodb.org/?query=10443at7147	Protein artichoke
10456at7147	Complete	SUPER_1	285632916	285633753	+	354.3	259	https://v12-1.orthodb.org/?query=10456at7147	osiris 11
10522at7147	Missing
10532at7147	Complete	SUPER_3	111945614	111944245	-	756.7	372	https://v12-1.orthodb.org/?query=10532at7147	PRKCA-binding protein
10563at7147	Complete	SUPER_2	201828893	201820950	-	3112.4	1457	https://v12-1.orthodb.org/?query=10563at7147	Chitin synthase chs-2
10589at7147	Complete	SUPER_3	170551225	170547239	-	342.0	345	https://v12-1.orthodb.org/?query=10589at7147	probable inactive tRNA-specific adenosine deaminase-like protein 3
10612at7147	Missing
10620at7147	Complete	SUPER_3	205142194	205127599	-	263.8	161	https://v12-1.orthodb.org/?query=10620at7147	singles bar
10654at7147	Complete	SUPER_1	2408716	2409439	+	253.7	214	https://v12-1.orthodb.org/?query=10654at7147	probable RNA methyltransferase CG11342
10709at7147	Complete	SUPER_1	146687350	146686005	-	554.4	392	https://v12-1.orthodb.org/?query=10709at7147	monocarboxylate transporter 13
10730at7147	Complete	SUPER_X	1241682	1242955	+	582.8	356	https://v12-1.orthodb.org/?query=10730at7147	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase
10821at7147	Missing
10911at7147	Complete	SUPER_3	300007073	300010229	+	1067.4	901	https://v12-1.orthodb.org/?query=10911at7147	WD repeat-containing protein 63
11023at7147	Complete	SUPER_1	299088852	299087323	-	619.1	482	https://v12-1.orthodb.org/?query=11023at7147	putative tRNA pseudouridine synthase Pus10
11146at7147	Complete	SUPER_2	350939835	350941654	+	885.6	530	https://v12-1.orthodb.org/?query=11146at7147	alpha-1,2-mannosyltransferase ALG9
11268at7147	Complete	SUPER_3	53116356	53117408	+	507.3	279	https://v12-1.orthodb.org/?query=11268at7147	coiled-coil domain-containing protein 130 homolog
11292at7147	Complete	SUPER_1	62114937	62113044	-	936.9	601	https://v12-1.orthodb.org/?query=11292at7147	Chromatin assembly factor 1 subunit B
11343at7147	Complete	SUPER_2	162981148	162982511	+	424.5	274	https://v12-1.orthodb.org/?query=11343at7147	outer dynein arm-docking complex subunit 4
11421at7147	Complete	SUPER_2	73430700	73429230	-	610.9	425	https://v12-1.orthodb.org/?query=11421at7147	periodic tryptophan protein 1 homolog
11457at7147	Complete	SUPER_1	288604715	288622015	+	293.6	210	https://v12-1.orthodb.org/?query=11457at7147	GILT-like protein 1
11484at7147	Complete	SUPER_3	246854549	246851824	-	495.4	687	https://v12-1.orthodb.org/?query=11484at7147	uncharacterized protein LOC6041752
11516at7147	Complete	SUPER_2	1339020	1340344	+	581.8	393	https://v12-1.orthodb.org/?query=11516at7147	Transmembrane protein
11534at7147	Complete	SUPER_2	31357303	31358603	+	689.1	357	https://v12-1.orthodb.org/?query=11534at7147	glycosyltransferase-like domain-containing protein 1-like
11753at7147	Complete	SUPER_1	165797898	165835612	+	560.4	317	https://v12-1.orthodb.org/?query=11753at7147	short-chain dehydrogenase/reductase family 16C member 6
11778at7147	Complete	SUPER_1	65027262	65031228	+	346.4	256	https://v12-1.orthodb.org/?query=11778at7147	F-box/LRR-repeat protein 15
11874at7147	Complete	SUPER_1	290127096	290129363	+	431.3	284	https://v12-1.orthodb.org/?query=11874at7147	SPARC
11888at7147	Complete	SUPER_3	105081465	105081066	-	203.1	109	https://v12-1.orthodb.org/?query=11888at7147	CDGSH iron-sulfur domain-containing protein 3, mitochondrial
11999at7147	Complete	SUPER_3	54296364	54295454	-	515.7	258	https://v12-1.orthodb.org/?query=11999at7147	proteasome subunit alpha type-4
12100at7147	Complete	SUPER_1	355460838	355458280	-	1516.2	739	https://v12-1.orthodb.org/?query=12100at7147	glutamine-dependent NAD(+) synthetase
12116at7147	Complete	SUPER_2	152833383	152755146	-	746.0	374	https://v12-1.orthodb.org/?query=12116at7147	Flotillin-2
12219at7147	Complete	SUPER_3	284884821	284883394	-	809.6	415	https://v12-1.orthodb.org/?query=12219at7147	dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit
12226at7147	Complete	SUPER_1	39694615	39695632	+	475.6	339	https://v12-1.orthodb.org/?query=12226at7147	tubulin-specific chaperone C
12283at7147	Complete	SUPER_3	110159987	110159022	-	283.9	218	https://v12-1.orthodb.org/?query=12283at7147	RAB6-interacting golgin
12285at7147	Complete	SUPER_2	214519059	214519538	+	228.9	131	https://v12-1.orthodb.org/?query=12285at7147	short coiled-coil protein
12361at7147	Complete	SUPER_3	285810563	285812336	+	855.0	557	https://v12-1.orthodb.org/?query=12361at7147	2',5'-phosphodiesterase 12
12492at7147	Complete	SUPER_2	123533028	123534603	+	845.4	499	https://v12-1.orthodb.org/?query=12492at7147	CDK5RAP1-like protein
12531at7147	Complete	SUPER_3	221695446	221685022	-	982.1	1010	https://v12-1.orthodb.org/?query=12531at7147	Telo2 interacting protein 1
12652at7147	Complete	SUPER_2	103990762	103992342	+	718.4	482	https://v12-1.orthodb.org/?query=12652at7147	Membrane-bound transcription factor site-2 protease
12759at7147	Missing
12796at7147	Complete	SUPER_3	250156439	250149897	-	645.7	417	https://v12-1.orthodb.org/?query=12796at7147	Allantoinase
12973at7147	Complete	SUPER_3	297073907	297074810	+	440.8	238	https://v12-1.orthodb.org/?query=12973at7147	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial
13052at7147	Complete	SUPER_2	351211604	351210192	-	729.9	369	https://v12-1.orthodb.org/?query=13052at7147	uncharacterized protein LOC129757087 isoform X1
13055at7147	Complete	SUPER_1	275885846	275884892	-	315.1	298	https://v12-1.orthodb.org/?query=13055at7147	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit wuho
13056at7147	Complete	SUPER_2	196066273	196111213	+	345.2	221	https://v12-1.orthodb.org/?query=13056at7147	thioredoxin-related transmembrane protein 1
13145at7147	Missing
13207at7147	Complete	SUPER_3	96808634	96808189	-	121.4	76	https://v12-1.orthodb.org/?query=13207at7147	uncharacterized protein LOC6048518
13389at7147	Complete	SUPER_1	42654161	42652134	-	675.9	437	https://v12-1.orthodb.org/?query=13389at7147	lysophospholipid acyltransferase 7
13497at7147	Missing
13588at7147	Complete	SUPER_3	188287769	188337403	+	1043.5	705	https://v12-1.orthodb.org/?query=13588at7147	Meiosis regulator and mRNA stability factor 1
13731at7147	Complete	SUPER_2	236281411	236282344	+	350.9	285	https://v12-1.orthodb.org/?query=13731at7147	cell cycle checkpoint protein RAD1
13808at7147	Complete	SUPER_1	349875069	349876379	+	643.4	399	https://v12-1.orthodb.org/?query=13808at7147	Cleavage stimulation factor subunit 2
13883at7147	Complete	SUPER_2	35385862	35384159	-	813.2	400	https://v12-1.orthodb.org/?query=13883at7147	acetyl-CoA acetyltransferase, mitochondrial
13919at7147	Complete	SUPER_3	89990823	89988255	-	1166.5	623	https://v12-1.orthodb.org/?query=13919at7147	ATP-dependent zinc metalloprotease YME1L
14042at7147	Complete	SUPER_3	299509862	299506980	-	679.0	534	https://v12-1.orthodb.org/?query=14042at7147	rab GTPase-binding effector protein 1
14054at7147	Complete	SUPER_2	9795868	9798284	+	856.6	535	https://v12-1.orthodb.org/?query=14054at7147	Glycosyltransferase 25 family member
14119at7147	Complete	SUPER_1	134946180	134944049	-	778.1	575	https://v12-1.orthodb.org/?query=14119at7147	anoctamin-8
14247at7147	Complete	SUPER_1	42704047	42706810	+	679.5	426	https://v12-1.orthodb.org/?query=14247at7147	ectonucleoside triphosphate diphosphohydrolase 5
