buscoID	query_chr	position	assigned_alg	status
7677at7147	OZ223788.1	309092502.0	d3	assigned
7764at7147	OZ223789.1	115987564.0	NA	unassigned
7798at7147	OZ223790.1	68090517.0	d1	assigned
7971at7147	OZ223790.1	137907535.0	d6	assigned
8005at7147	OZ223789.1	206013736.0	NA	unassigned
8016at7147	OZ223788.1	4158893.0	d5	assigned
8037at7147	OZ223788.1	331665463.0	d3	assigned
8079at7147	OZ223789.1	270704749.5	d4	assigned
8161at7147	OZ223788.1	349449051.5	NA	unassigned
8234at7147	OZ223788.1	180088667.0	d5	assigned
8348at7147	OZ223788.1	148939602.0	d5	assigned
8364at7147	OZ223789.1	354830805.0	d4	assigned
8365at7147	OZ223790.1	49818038.0	NA	unassigned
8456at7147	OZ223788.1	207907881.5	d3	assigned
8734at7147	OZ223790.1	299485381.0	d3	assigned
8741at7147	OZ223788.1	136666801.5	d5	assigned
8776at7147	OZ223788.1	107452212.0	NA	unassigned
8873at7147	OZ223790.1	270655715.0	NA	unassigned
8933at7147	OZ223789.1	160216138.0	NA	unassigned
8944at7147	OZ223788.1	2923019.0	NA	unassigned
8977at7147	OZ223788.1	105520185.0	d5	assigned
9125at7147	OZ223789.1	72577336.0	NA	unassigned
9191at7147	OZ223790.1	206050690.5	NA	unassigned
9356at7147	OZ223790.1	299152733.0	d3	assigned
9394at7147	OZ223789.1	54625952.0	NA	unassigned
9406at7147	OZ223791.1	1754223.0	d6	assigned
9425at7147	OZ223789.1	109315583.0	d4	assigned
9487at7147	OZ223788.1	214558181.5	d5	assigned
9678at7147	OZ223788.1	139680981.0	d5	assigned
9921at7147	OZ223790.1	175694082.0	d1	assigned
9938at7147	OZ223790.1	131772285.5	d1	assigned
10055at7147	OZ223789.1	332761985.5	d4	assigned
10097at7147	OZ223788.1	174467502.5	d5	assigned
10198at7147	OZ223788.1	5323713.0	d5	assigned
10247at7147	OZ223788.1	156587766.0	NA	unassigned
10407at7147	OZ223788.1	353641210.0	d3	assigned
10408at7147	OZ223790.1	254945893.5	d3	assigned
10443at7147	OZ223789.1	50394711.5	d2	assigned
10456at7147	OZ223788.1	285633334.5	d3	assigned
10532at7147	OZ223790.1	111944929.5	NA	unassigned
10563at7147	OZ223789.1	201824921.5	d4	assigned
10589at7147	OZ223790.1	170549232.0	d1	assigned
10620at7147	OZ223790.1	205134896.5	d3	assigned
10654at7147	OZ223788.1	2409077.5	d5	assigned
10709at7147	OZ223788.1	146686677.5	d1	assigned
10730at7147	OZ223791.1	1242318.5	d6	assigned
10911at7147	OZ223790.1	300008651.0	NA	unassigned
11023at7147	OZ223788.1	299088087.5	NA	unassigned
11146at7147	OZ223789.1	350940744.5	d4	assigned
11268at7147	OZ223790.1	53116882.0	NA	unassigned
11292at7147	OZ223788.1	62113990.5	d1	assigned
11343at7147	OZ223789.1	162981829.5	NA	unassigned
11421at7147	OZ223789.1	73429965.0	NA	unassigned
11457at7147	OZ223788.1	288613365.0	NA	unassigned
11484at7147	OZ223790.1	246853186.5	d3	assigned
11516at7147	OZ223789.1	1339682.0	d2	assigned
11534at7147	OZ223789.1	31357953.0	d4	assigned
11753at7147	OZ223788.1	165816755.0	NA	unassigned
11778at7147	OZ223788.1	65029245.0	NA	unassigned
11874at7147	OZ223788.1	290128229.5	d3	assigned
11888at7147	OZ223790.1	105081265.5	d1	assigned
11999at7147	OZ223790.1	54295909.0	NA	unassigned
12100at7147	OZ223788.1	355459559.0	d3	assigned
12116at7147	OZ223789.1	152794264.5	d4	assigned
12219at7147	OZ223790.1	284884107.5	d3	assigned
12226at7147	OZ223788.1	39695123.5	d5	assigned
12283at7147	OZ223790.1	110159504.5	d1	assigned
12285at7147	OZ223789.1	214519298.5	d4	assigned
12361at7147	OZ223790.1	285811449.5	d3	assigned
12492at7147	OZ223789.1	123533815.5	d2	assigned
12531at7147	OZ223790.1	221690234.0	d3	assigned
12652at7147	OZ223789.1	103991552.0	d2	assigned
12796at7147	OZ223790.1	250153168.0	NA	unassigned
12973at7147	OZ223790.1	297074358.5	d3	assigned
13052at7147	OZ223789.1	351210898.0	d1	assigned
13055at7147	OZ223788.1	275885369.0	d3	assigned
13056at7147	OZ223789.1	196088743.0	NA	unassigned
13207at7147	OZ223790.1	96808411.5	d1	assigned
13389at7147	OZ223788.1	42653147.5	NA	unassigned
13588at7147	OZ223790.1	188312586.0	d5	assigned
13731at7147	OZ223789.1	236281877.5	d4	assigned
13808at7147	OZ223788.1	349875724.0	d3	assigned
13883at7147	OZ223789.1	35385010.5	d2	assigned
13919at7147	OZ223790.1	89989539.0	NA	unassigned
14042at7147	OZ223790.1	299508421.0	d3	assigned
14054at7147	OZ223789.1	9797076.0	d2	assigned
14119at7147	OZ223788.1	134945114.5	d5	assigned
14247at7147	OZ223788.1	42705428.5	d5	assigned
14368at7147	OZ223789.1	11322335.5	d2	assigned
14376at7147	OZ223788.1	123039920.5	d3	assigned
14513at7147	OZ223790.1	295069961.5	NA	unassigned
14525at7147	OZ223788.1	105615395.5	d5	assigned
14621at7147	OZ223790.1	294456285.5	NA	unassigned
14633at7147	OZ223788.1	153901047.5	d5	assigned
14661at7147	OZ223789.1	260612183.5	NA	unassigned
14661at7147	OZ223789.1	195640692.0	NA	unassigned
14706at7147	OZ223790.1	115170359.0	NA	unassigned
14792at7147	OZ223789.1	308376945.5	d4	assigned
14821at7147	OZ223790.1	295065799.5	NA	unassigned
15074at7147	OZ223788.1	39689895.0	NA	unassigned
15336at7147	OZ223790.1	130195284.5	d1	assigned
15356at7147	OZ223789.1	329198304.5	NA	unassigned
15390at7147	OZ223789.1	125117494.0	NA	unassigned
15451at7147	OZ223790.1	166954833.5	NA	unassigned
15468at7147	OZ223789.1	80550362.0	d2	assigned
15549at7147	OZ223789.1	59892000.5	NA	unassigned
15662at7147	OZ223788.1	37778580.0	d5	assigned
15771at7147	OZ223790.1	297880991.5	d3	assigned
15909at7147	OZ223789.1	309926874.5	d4	assigned
15956at7147	OZ223789.1	11313774.5	d2	assigned
15977at7147	OZ223788.1	119961963.0	NA	unassigned
16128at7147	OZ223790.1	270549453.0	d3	assigned
16264at7147	OZ223788.1	174328674.5	d5	assigned
16285at7147	OZ223789.1	323305663.5	d4	assigned
16470at7147	OZ223790.1	299821881.0	d3	assigned
16687at7147	OZ223789.1	345201956.5	d4	assigned
16747at7147	OZ223790.1	177347284.5	NA	unassigned
16822at7147	OZ223789.1	17278583.5	d2	assigned
16822at7147	OZ223789.1	173069790.5	d2	assigned
16840at7147	OZ223790.1	272777627.0	d3	assigned
16873at7147	OZ223789.1	1887309.0	d2	assigned
16927at7147	OZ223789.1	197449214.5	d4	assigned
16945at7147	OZ223789.1	346864004.5	d4	assigned
17073at7147	OZ223788.1	73928005.5	d5	assigned
17231at7147	OZ223789.1	347847950.0	NA	unassigned
17265at7147	OZ223790.1	231274777.0	d3	assigned
17402at7147	OZ223790.1	176683092.5	d1	assigned
17410at7147	OZ223788.1	111928564.0	d5	assigned
17444at7147	OZ223788.1	323607471.5	d3	assigned
17528at7147	OZ223788.1	347791296.0	d3	assigned
17603at7147	OZ223788.1	37510068.0	d5	assigned
17608at7147	OZ223788.1	32776527.5	d5	assigned
17630at7147	OZ223788.1	232513950.5	d3	assigned
17649at7147	OZ223789.1	284786831.5	d4	assigned
17672at7147	OZ223788.1	324688750.0	NA	unassigned
17711at7147	OZ223788.1	17574168.0	NA	unassigned
17793at7147	OZ223788.1	63542630.0	d3	assigned
17796at7147	OZ223790.1	141515745.0	d1	assigned
17799at7147	OZ223789.1	231091461.0	NA	unassigned
17888at7147	OZ223790.1	299576298.5	d3	assigned
17896at7147	OZ223789.1	254101420.0	d4	assigned
17953at7147	OZ223789.1	285334686.0	d4	assigned
17982at7147	OZ223790.1	122037620.0	d1	assigned
17984at7147	OZ223790.1	205679665.5	d3	assigned
18006at7147	OZ223789.1	44790187.0	d2	assigned
18027at7147	OZ223789.1	309597013.0	d4	assigned
18059at7147	OZ223788.1	74861641.5	d1	assigned
18072at7147	OZ223790.1	66375739.5	d1	assigned
18472at7147	OZ223788.1	66791753.0	d5	assigned
18484at7147	OZ223788.1	28751304.5	d5	assigned
18515at7147	OZ223788.1	332239893.0	d3	assigned
18923at7147	OZ223790.1	74364110.5	d1	assigned
19144at7147	OZ223789.1	341705081.5	d4	assigned
19212at7147	OZ223790.1	206263424.5	NA	unassigned
19395at7147	OZ223790.1	270978394.5	NA	unassigned
19684at7147	OZ223790.1	297977862.0	d3	assigned
19729at7147	OZ223790.1	8067554.0	d1	assigned
19746at7147	OZ223790.1	155409518.5	d1	assigned
19750at7147	OZ223789.1	42700784.5	d2	assigned
19787at7147	OZ223790.1	278113503.0	NA	unassigned
19873at7147	OZ223789.1	342700774.5	NA	unassigned
20074at7147	OZ223789.1	323295666.5	d4	assigned
20189at7147	OZ223790.1	112775879.5	d1	assigned
20309at7147	OZ223789.1	29550179.5	d2	assigned
20384at7147	OZ223790.1	203817309.5	NA	unassigned
20583at7147	OZ223790.1	191198423.0	d1	assigned
20674at7147	OZ223790.1	69092199.0	d1	assigned
20729at7147	OZ223788.1	46197725.5	d5	assigned
20769at7147	OZ223788.1	3906946.0	NA	unassigned
20821at7147	OZ223788.1	195806778.0	d5	assigned
21072at7147	OZ223788.1	166751555.0	d5	assigned
21190at7147	OZ223789.1	32438554.5	d2	assigned
21253at7147	OZ223788.1	167324386.5	d5	assigned
21351at7147	OZ223788.1	110952501.0	NA	unassigned
21439at7147	OZ223790.1	54119856.0	d4	assigned
21468at7147	OZ223790.1	134568006.0	d1	assigned
21503at7147	OZ223789.1	295366041.5	NA	unassigned
21581at7147	OZ223790.1	3193341.0	d1	assigned
21585at7147	OZ223789.1	233613277.0	d4	assigned
21605at7147	CBCUAM010000417.1	31761.0	NA	unassigned
21605at7147	OZ223790.1	68898673.5	NA	unassigned
21773at7147	OZ223788.1	45042908.5	d2	assigned
21818at7147	OZ223788.1	232012490.0	d3	assigned
21852at7147	OZ223788.1	139354265.0	d5	assigned
21918at7147	OZ223789.1	2956463.5	NA	unassigned
21939at7147	OZ223790.1	47519944.0	NA	unassigned
22024at7147	OZ223790.1	113640096.5	NA	unassigned
22088at7147	OZ223790.1	237746380.0	NA	unassigned
22334at7147	OZ223789.1	100051914.5	NA	unassigned
22418at7147	OZ223789.1	336179395.0	d4	assigned
22449at7147	OZ223788.1	163430963.5	d5	assigned
22604at7147	OZ223788.1	332233108.5	d3	assigned
22719at7147	OZ223790.1	7746396.5	d1	assigned
22815at7147	OZ223788.1	125422934.5	d5	assigned
23190at7147	OZ223789.1	14607397.0	d2	assigned
23197at7147	OZ223790.1	280218879.5	d3	assigned
23278at7147	OZ223790.1	52951012.0	NA	unassigned
23365at7147	OZ223790.1	54653160.0	d1	assigned
23560at7147	OZ223788.1	139164355.0	d5	assigned
23846at7147	OZ223788.1	298568079.0	d3	assigned
24160at7147	OZ223788.1	351267450.5	d3	assigned
24342at7147	OZ223789.1	285093008.0	d4	assigned
24411at7147	OZ223790.1	172757231.0	d1	assigned
24444at7147	OZ223790.1	40804496.0	d1	assigned
24690at7147	OZ223790.1	140553557.5	d1	assigned
24767at7147	OZ223788.1	56804980.0	d4	assigned
24982at7147	OZ223789.1	355993579.5	d4	assigned
25034at7147	OZ223788.1	20921932.5	d2	assigned
25037at7147	OZ223789.1	345188997.0	d2	assigned
25045at7147	OZ223789.1	312591963.5	d4	assigned
25091at7147	OZ223789.1	89613115.0	d5	assigned
25119at7147	OZ223788.1	32788752.5	d5	assigned
25176at7147	OZ223788.1	2407125.0	NA	unassigned
25297at7147	OZ223788.1	66579094.5	NA	unassigned
25365at7147	OZ223790.1	271489711.5	d3	assigned
25380at7147	OZ223788.1	92889191.5	NA	unassigned
25381at7147	OZ223788.1	148881751.5	d3	assigned
25399at7147	OZ223788.1	299255232.0	d3	assigned
25417at7147	OZ223790.1	285638794.0	d3	assigned
25419at7147	OZ223789.1	336343143.0	d4	assigned
25471at7147	OZ223790.1	300527554.5	d3	assigned
25587at7147	OZ223788.1	157064035.5	NA	unassigned
25662at7147	OZ223789.1	344743843.0	d4	assigned
25769at7147	OZ223790.1	176752545.0	d1	assigned
25828at7147	OZ223789.1	254055739.0	d4	assigned
25925at7147	OZ223788.1	345856525.0	d3	assigned
26206at7147	OZ223790.1	2408612.5	d1	assigned
26270at7147	OZ223790.1	286194551.0	d3	assigned
26382at7147	OZ223790.1	375240.5	d1	assigned
26413at7147	OZ223790.1	26912057.5	NA	unassigned
26431at7147	OZ223790.1	297974170.0	d3	assigned
26452at7147	OZ223789.1	91577873.0	d2	assigned
26486at7147	OZ223790.1	51075062.5	d1	assigned
26565at7147	OZ223790.1	300348057.5	d3	assigned
26603at7147	OZ223788.1	160562949.5	d5	assigned
26679at7147	OZ223789.1	4216944.0	d2	assigned
26759at7147	OZ223788.1	322494375.0	d3	assigned
26790at7147	OZ223790.1	251420763.5	d3	assigned
26854at7147	OZ223788.1	138596342.0	d5	assigned
26907at7147	OZ223788.1	351001495.0	d3	assigned
27022at7147	OZ223788.1	1213657.0	NA	unassigned
27053at7147	OZ223790.1	271441626.0	d3	assigned
27128at7147	OZ223789.1	323258069.0	d4	assigned
27217at7147	OZ223788.1	42708014.0	NA	unassigned
27268at7147	OZ223790.1	108693468.0	d1	assigned
27297at7147	OZ223788.1	25730783.0	d5	assigned
27507at7147	OZ223789.1	114295877.5	d2	assigned
27653at7147	OZ223788.1	323840443.5	NA	unassigned
27793at7147	OZ223791.1	3537387.5	d6	assigned
27804at7147	OZ223789.1	350533186.0	d4	assigned
27839at7147	OZ223788.1	164738.5	d5	assigned
27852at7147	OZ223789.1	279433351.0	NA	unassigned
27970at7147	OZ223790.1	7641757.5	d1	assigned
27997at7147	OZ223789.1	335317690.0	NA	unassigned
28180at7147	OZ223789.1	352690937.0	NA	unassigned
28266at7147	OZ223789.1	126763213.5	d3	assigned
28547at7147	OZ223790.1	298356474.0	d3	assigned
28601at7147	OZ223791.1	1282807.0	d5	assigned
28601at7147	OZ223788.1	42198.0	d5	assigned
28614at7147	OZ223789.1	336208507.5	d4	assigned
28615at7147	OZ223790.1	7655843.0	d1	assigned
28627at7147	OZ223789.1	49936654.5	d2	assigned
28877at7147	OZ223790.1	297716470.0	d3	assigned
28937at7147	OZ223790.1	172819891.5	d1	assigned
28958at7147	OZ223789.1	350748285.0	NA	unassigned
29361at7147	OZ223790.1	130488190.0	d1	assigned
29535at7147	OZ223788.1	285148925.0	d3	assigned
29552at7147	OZ223790.1	291862960.0	d3	assigned
29583at7147	OZ223790.1	125490629.0	d1	assigned
29601at7147	OZ223790.1	107395044.5	d1	assigned
29659at7147	OZ223788.1	45571594.5	d5	assigned
29676at7147	OZ223790.1	207824357.0	d3	assigned
29993at7147	OZ223789.1	17636176.5	NA	unassigned
30071at7147	OZ223790.1	285086663.0	d3	assigned
30121at7147	OZ223789.1	66223680.5	d2	assigned
30213at7147	OZ223788.1	8120922.5	d5	assigned
31943at7147	OZ223788.1	35157069.0	d5	assigned
32033at7147	OZ223789.1	42713778.5	d3	assigned
32054at7147	OZ223788.1	199474400.5	d3	assigned
32137at7147	OZ223790.1	293696244.5	d3	assigned
32183at7147	OZ223789.1	284515796.0	d4	assigned
32210at7147	OZ223791.1	12292669.0	NA	unassigned
32273at7147	OZ223790.1	54427636.5	d1	assigned
32289at7147	OZ223789.1	318122821.0	NA	unassigned
32293at7147	OZ223790.1	67599285.5	d3	assigned
32370at7147	OZ223789.1	15874150.5	d2	assigned
32472at7147	OZ223790.1	151182842.5	d1	assigned
32487at7147	OZ223790.1	261187756.0	d3	assigned
32490at7147	OZ223788.1	157756276.0	d2	assigned
32518at7147	OZ223789.1	238554463.0	NA	unassigned
32626at7147	OZ223788.1	36675392.0	d4	assigned
32720at7147	OZ223790.1	295889163.5	d3	assigned
32727at7147	OZ223789.1	205997538.5	NA	unassigned
32812at7147	OZ223789.1	16574105.0	d5	assigned
32815at7147	OZ223790.1	285289762.5	d3	assigned
33085at7147	OZ223790.1	47429694.0	d1	assigned
33135at7147	OZ223788.1	43206865.0	d5	assigned
33155at7147	OZ223788.1	11113245.0	d5	assigned
33177at7147	OZ223788.1	6907857.0	d5	assigned
33238at7147	OZ223788.1	251167592.0	NA	unassigned
33296at7147	OZ223788.1	127007392.5	d3	assigned
33297at7147	OZ223790.1	113651184.0	d1	assigned
33333at7147	OZ223790.1	276686614.5	d3	assigned
33410at7147	OZ223788.1	40944412.0	d5	assigned
33462at7147	OZ223789.1	280717805.0	d4	assigned
33480at7147	OZ223788.1	162676452.5	d5	assigned
33545at7147	OZ223789.1	228993562.0	NA	unassigned
33557at7147	OZ223789.1	299491061.5	d4	assigned
33600at7147	OZ223789.1	21810630.0	d2	assigned
33604at7147	OZ223789.1	152726784.0	NA	unassigned
33865at7147	OZ223788.1	353033446.0	d4	assigned
33865at7147	OZ223790.1	53148445.5	d4	assigned
33872at7147	OZ223789.1	209140279.0	d4	assigned
33932at7147	OZ223790.1	165357911.5	d1	assigned
33935at7147	OZ223789.1	351198794.5	d4	assigned
33961at7147	OZ223789.1	111299178.5	d4	assigned
34007at7147	OZ223788.1	355055951.5	d3	assigned
34040at7147	OZ223788.1	214378186.0	d3	assigned
34084at7147	OZ223789.1	21014327.0	NA	unassigned
34193at7147	OZ223789.1	29317404.5	d2	assigned
34225at7147	OZ223789.1	342725802.0	d4	assigned
34256at7147	OZ223788.1	356915582.0	d3	assigned
34360at7147	OZ223790.1	204027621.0	d3	assigned
34395at7147	OZ223789.1	50679376.5	d2	assigned
34542at7147	OZ223788.1	348796760.5	d3	assigned
34569at7147	OZ223789.1	57910301.5	d2	assigned
34697at7147	OZ223789.1	335345575.5	d4	assigned
34735at7147	OZ223789.1	5745646.0	d2	assigned
34764at7147	OZ223790.1	149628018.5	d1	assigned
34784at7147	OZ223788.1	7215456.5	NA	unassigned
34796at7147	OZ223788.1	353646200.0	d3	assigned
34900at7147	OZ223790.1	7751045.0	d1	assigned
34908at7147	OZ223789.1	344755005.5	d4	assigned
34946at7147	OZ223789.1	66264158.5	d2	assigned
34985at7147	OZ223788.1	193214272.5	d1	assigned
35057at7147	OZ223789.1	330215899.5	d4	assigned
35057at7147	CBCUAM010000900.1	1173.0	d4	assigned
35089at7147	OZ223788.1	105616835.0	d5	assigned
35151at7147	OZ223790.1	296587686.5	d3	assigned
35156at7147	OZ223789.1	246539737.0	d1	assigned
35188at7147	OZ223788.1	183207180.5	NA	unassigned
35253at7147	OZ223788.1	94147289.5	NA	unassigned
35281at7147	OZ223788.1	271606095.5	d3	assigned
35393at7147	OZ223788.1	194388833.0	d5	assigned
35404at7147	OZ223789.1	16256670.5	d2	assigned
35501at7147	OZ223790.1	110104417.5	d1	assigned
35706at7147	OZ223790.1	56780288.0	d1	assigned
35727at7147	OZ223788.1	32719299.0	d5	assigned
35769at7147	OZ223788.1	95179601.0	d4	assigned
35774at7147	OZ223790.1	74843294.5	NA	unassigned
35945at7147	OZ223788.1	126778879.5	d3	assigned
36172at7147	OZ223790.1	201227244.5	d3	assigned
36193at7147	OZ223790.1	284947888.0	d3	assigned
36517at7147	OZ223789.1	320232440.5	d4	assigned
36740at7147	OZ223790.1	162435546.0	d1	assigned
36758at7147	OZ223788.1	308012788.0	d5	assigned
36899at7147	OZ223790.1	182454263.5	d1	assigned
36930at7147	OZ223790.1	30507348.5	d1	assigned
37058at7147	OZ223790.1	179618687.5	d4	assigned
37084at7147	OZ223789.1	185932559.0	d1	assigned
37084at7147	OZ223789.1	350044028.5	d1	assigned
37172at7147	OZ223790.1	84927559.5	d1	assigned
37183at7147	OZ223788.1	126698418.5	d3	assigned
37186at7147	OZ223790.1	229976149.5	d3	assigned
37245at7147	OZ223790.1	116525437.5	d1	assigned
37245at7147	OZ223790.1	135428758.5	d1	assigned
37351at7147	OZ223788.1	118829397.5	d5	assigned
37358at7147	OZ223788.1	208525562.5	d3	assigned
37366at7147	OZ223789.1	347849585.5	NA	unassigned
37445at7147	OZ223789.1	45867624.5	NA	unassigned
37448at7147	OZ223788.1	65044989.0	d5	assigned
37496at7147	OZ223790.1	2294098.0	d1	assigned
37633at7147	OZ223789.1	329983711.5	d4	assigned
37647at7147	OZ223788.1	146049670.5	d5	assigned
37663at7147	OZ223789.1	139806120.5	d4	assigned
37808at7147	OZ223788.1	63416832.0	d3	assigned
37882at7147	OZ223790.1	26365358.5	d1	assigned
37895at7147	OZ223788.1	22247526.5	d5	assigned
38124at7147	OZ223790.1	51347742.0	NA	unassigned
38429at7147	OZ223788.1	222449115.0	d4	assigned
38435at7147	OZ223788.1	39769839.0	NA	unassigned
38461at7147	OZ223790.1	2330137.5	d1	assigned
38565at7147	OZ223789.1	337423115.0	NA	unassigned
38629at7147	OZ223789.1	68889184.0	d2	assigned
38813at7147	OZ223788.1	226338119.5	d5	assigned
38813at7147	OZ223790.1	179182030.0	d5	assigned
39130at7147	OZ223790.1	261928534.5	NA	unassigned
39285at7147	OZ223789.1	116068177.0	NA	unassigned
39439at7147	OZ223788.1	162969058.5	d5	assigned
39526at7147	OZ223788.1	31840728.5	d5	assigned
39581at7147	OZ223789.1	324304782.0	d4	assigned
39681at7147	OZ223790.1	77029172.5	d1	assigned
39752at7147	OZ223790.1	290196534.5	NA	unassigned
39784at7147	OZ223790.1	297709793.5	d1	assigned
39793at7147	OZ223790.1	297982240.5	d3	assigned
39872at7147	OZ223790.1	111938943.5	NA	unassigned
39893at7147	OZ223789.1	246514233.0	NA	unassigned
40115at7147	OZ223788.1	351165999.5	d3	assigned
40213at7147	OZ223789.1	238571376.0	NA	unassigned
40328at7147	OZ223788.1	95195432.0	d5	assigned
40345at7147	OZ223790.1	228884218.5	d3	assigned
40401at7147	OZ223788.1	103378988.5	d5	assigned
40450at7147	OZ223789.1	31955451.0	d2	assigned
40476at7147	OZ223789.1	90667210.5	d2	assigned
40508at7147	OZ223790.1	118278685.0	NA	unassigned
40528at7147	OZ223788.1	316481082.0	d3	assigned
40528at7147	OZ223789.1	209882338.5	d3	assigned
40535at7147	OZ223788.1	223061833.5	d3	assigned
40670at7147	OZ223790.1	78067256.0	d3	assigned
40805at7147	OZ223788.1	99936334.5	d5	assigned
40846at7147	OZ223788.1	226353756.0	d3	assigned
40882at7147	OZ223790.1	106603453.5	d1	assigned
40927at7147	OZ223789.1	239128215.5	NA	unassigned
40957at7147	OZ223788.1	245879690.0	d3	assigned
