# BUSCO version is: 5.8.2 
# The lineage dataset is: diptera_odb12 (Creation date: 2026-06-16, number of genomes: 76, number of BUSCOs: 5067)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
2610at7147	Complete	SUPER_4	91760328	91756399	-	418.6	218	https://v12-1.orthodb.org/?query=2610at7147	ubiquitin carboxyl-terminal hydrolase 14
2635at7147	Complete	SUPER_5	64523147	64507868	-	595.7	320	https://v12-1.orthodb.org/?query=2635at7147	post-GPI attachment to proteins factor 3
2697at7147	Complete	SUPER_5	81109958	81105682	-	1174.5	566	https://v12-1.orthodb.org/?query=2697at7147	probable methylcrotonoyl-CoA carboxylase beta chain, mitochondrial
2709at7147	Complete	SUPER_4	511487	543951	+	1137.8	514	https://v12-1.orthodb.org/?query=2709at7147	GTPase-activating protein skywalker
2727at7147	Complete	SUPER_5	97355789	97344008	-	977.0	501	https://v12-1.orthodb.org/?query=2727at7147	cytochrome P450 4aa1
2881at7147	Complete	SUPER_5	56667606	56668153	+	265.9	162	https://v12-1.orthodb.org/?query=2881at7147	dynein light chain Tctex-type protein 2B
2904at7147	Complete	SUPER_3	25788627	25782003	-	1105.3	549	https://v12-1.orthodb.org/?query=2904at7147	Phosphoacetylglucosamine mutase
2908at7147	Complete	SUPER_3	29005701	29016951	+	2214.9	1110	https://v12-1.orthodb.org/?query=2908at7147	intraflagellar transport protein 122 homolog
2969at7147	Complete	SUPER_2	19906407	19896471	-	1438.5	662	https://v12-1.orthodb.org/?query=2969at7147	NADPH--cytochrome P450 reductase
3120at7147	Complete	SUPER_4	50931336	50931041	-	132.3	75	https://v12-1.orthodb.org/?query=3120at7147	Cytochrome c oxidase subunit 6C
3219at7147	Complete	SUPER_2	103648185	103643948	-	1035.2	480	https://v12-1.orthodb.org/?query=3219at7147	6-phosphogluconate dehydrogenase, decarboxylating
3282at7147	Complete	SUPER_3	19308830	19309321	+	273.9	147	https://v12-1.orthodb.org/?query=3282at7147	probable 28S ribosomal protein S6, mitochondrial
3308at7147	Complete	SUPER_2	692833	693978	+	387.4	294	https://v12-1.orthodb.org/?query=3308at7147	Protein-lysine N-methyltransferase EEF2KMT
3333at7147	Complete	SUPER_5	25467766	25471546	+	836.0	496	https://v12-1.orthodb.org/?query=3333at7147	tubulin-specific chaperone E
3410at7147	Complete	SUPER_3	97357079	97327146	-	600.5	300	https://v12-1.orthodb.org/?query=3410at7147	neuronal membrane glycoprotein M6-a
3413at7147	Complete	SUPER_5	13079715	13078672	-	662.9	326	https://v12-1.orthodb.org/?query=3413at7147	mitotic checkpoint protein BUB3
3474at7147	Complete	SUPER_1	7253582	7254480	+	380.2	240	https://v12-1.orthodb.org/?query=3474at7147	RNA transcription, translation and transport factor protein
3577at7147	Complete	SUPER_3	52169965	52169480	-	237.9	138	https://v12-1.orthodb.org/?query=3577at7147	thioredoxin
3788at7147	Complete	SUPER_5	93629689	93630499	+	342.4	187	https://v12-1.orthodb.org/?query=3788at7147	Transmembrane protein
3828at7147	Complete	SUPER_1	114775441	114778195	+	398.4	188	https://v12-1.orthodb.org/?query=3828at7147	40S ribosomal protein S7
3874at7147	Complete	SUPER_5	1478858	1479431	+	316.9	147	https://v12-1.orthodb.org/?query=3874at7147	cofilin/actin-depolymerizing factor homolog
4069at7147	Complete	SUPER_3	42127546	42133168	+	422.4	267	https://v12-1.orthodb.org/?query=4069at7147	ganglioside-induced differentiation-associated protein 1
4073at7147	Complete	SUPER_3	109555550	109557790	+	1069.8	512	https://v12-1.orthodb.org/?query=4073at7147	putative aldehyde dehydrogenase family 7 member A1 homolog
4095at7147	Complete	SUPER_3	4674290	4672358	-	760.6	377	https://v12-1.orthodb.org/?query=4095at7147	TBC1 domain family member 13
4164at7147	Complete	SUPER_1	86963799	86968371	+	234.5	117	https://v12-1.orthodb.org/?query=4164at7147	transcription elongation factor B polypeptide 2
4211at7147	Complete	SUPER_3	100608207	100608690	+	199.8	124	https://v12-1.orthodb.org/?query=4211at7147	GSK3-beta interaction protein
4218at7147	Complete	SUPER_1	24990724	24970871	-	888.0	434	https://v12-1.orthodb.org/?query=4218at7147	odorant receptor coreceptor
4274at7147	Complete	SUPER_4	99299323	99296909	-	1100.4	601	https://v12-1.orthodb.org/?query=4274at7147	ATP-dependent RNA helicase DHX33
4353at7147	Complete	SUPER_5	10534250	10547476	+	1106.5	527	https://v12-1.orthodb.org/?query=4353at7147	myo-inositol-1-phosphate synthase
4421at7147	Complete	SUPER_3	115340101	115342022	+	927.9	520	https://v12-1.orthodb.org/?query=4421at7147	T-cell immunomodulatory protein
4470at7147	Complete	SUPER_5	90434800	90428422	-	1152.6	562	https://v12-1.orthodb.org/?query=4470at7147	Trifunctional nucleotide phosphoesterase protein YfkN
4511at7147	Complete	SUPER_1	25912068	25907924	-	506.2	232	https://v12-1.orthodb.org/?query=4511at7147	proteasome subunit alpha type-2
4573at7147	Complete	SUPER_1	106924557	106958810	+	1124.1	537	https://v12-1.orthodb.org/?query=4573at7147	Choline O-acetyltransferase
4606at7147	Complete	SUPER_1	29419532	29430866	+	1422.9	688	https://v12-1.orthodb.org/?query=4606at7147	protein O-mannosyl-transferase 2
4667at7147	Complete	SUPER_4	104245128	104248920	+	1011.4	473	https://v12-1.orthodb.org/?query=4667at7147	actin-binding protein IPP
4829at7147	Complete	SUPER_5	92680219	92691661	+	5633.8	2330	https://v12-1.orthodb.org/?query=4829at7147	pre-mRNA-processing-splicing factor 8
4932at7147	Complete	SUPER_2	48612515	48641270	+	846.2	419	https://v12-1.orthodb.org/?query=4932at7147	Branched-chain-amino-acid aminotransferase
5213at7147	Complete	SUPER_1	145433155	145429963	-	390.2	190	https://v12-1.orthodb.org/?query=5213at7147	probable glucosamine 6-phosphate N-acetyltransferase
5225at7147	Complete	SUPER_4	99087026	99085217	-	250.6	124	https://v12-1.orthodb.org/?query=5225at7147	transcription initiation factor TFIID subunit 13
5241at7147	Complete	SUPER_1	30218811	30213290	-	552.0	314	https://v12-1.orthodb.org/?query=5241at7147	uncharacterized protein LOC6621301 isoform X1
5263at7147	Complete	SUPER_1	124633933	124639352	+	1041.0	481	https://v12-1.orthodb.org/?query=5263at7147	serine/threonine-protein phosphatase 5
5433at7147	Complete	SUPER_1	7248244	7243460	-	388.1	222	https://v12-1.orthodb.org/?query=5433at7147	transmembrane protein 192
5488at7147	Complete	SUPER_4	4863700	4865691	+	303.9	244	https://v12-1.orthodb.org/?query=5488at7147	dehydrodolichyl diphosphate synthase complex subunit NUS1
5674at7147	Complete	SUPER_1	7293510	7292420	-	545.5	267	https://v12-1.orthodb.org/?query=5674at7147	probable 18S rRNA (guanine-N(7))-methyltransferase
5711at7147	Complete	SUPER_4	20993937	20991612	-	507.4	375	https://v12-1.orthodb.org/?query=5711at7147	glycoprotein endo-alpha-1,2-mannosidase
5723at7147	Complete	SUPER_2	5221572	5226535	+	434.7	274	https://v12-1.orthodb.org/?query=5723at7147	transport and Golgi organization protein 2
5768at7147	Complete	SUPER_5	99505370	99503900	-	480.1	324	https://v12-1.orthodb.org/?query=5768at7147	uncharacterized protein LOC6038236
5780at7147	Complete	SUPER_5	23317174	23308665	-	782.3	449	https://v12-1.orthodb.org/?query=5780at7147	Protein germ cell-less
5845at7147	Complete	SUPER_4	2502238	2500378	-	780.3	536	https://v12-1.orthodb.org/?query=5845at7147	CCR4-NOT transcription complex subunit 10
5858at7147	Complete	SUPER_1	145182668	145183358	+	295.3	205	https://v12-1.orthodb.org/?query=5858at7147	uncharacterized protein LOC106618968 isoform X1
5978at7147	Complete	SUPER_3	25498084	25499834	+	1003.6	527	https://v12-1.orthodb.org/?query=5978at7147	protein wntless
6130at7147	Complete	SUPER_3	114341039	114344093	+	272.3	169	https://v12-1.orthodb.org/?query=6130at7147	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
6240at7147	Complete	SUPER_1	32182519	32155130	-	842.4	441	https://v12-1.orthodb.org/?query=6240at7147	monocarboxylate transporter 10
6256at7147	Complete	SUPER_3	16009887	16007527	-	1164.8	681	https://v12-1.orthodb.org/?query=6256at7147	protein arginine N-methyltransferase 7
6718at7147	Complete	SUPER_5	103805035	103811982	+	910.3	539	https://v12-1.orthodb.org/?query=6718at7147	SET and MYND domain-containing protein 4
6736at7147	Complete	SUPER_1	48853996	48852532	-	1013.8	463	https://v12-1.orthodb.org/?query=6736at7147	retinoblastoma binding protein 5
6974at7147	Complete	SUPER_1	141259151	141266587	+	1070.3	530	https://v12-1.orthodb.org/?query=6974at7147	Atlastin
7054at7147	Complete	SUPER_1	25963660	25967122	+	534.5	279	https://v12-1.orthodb.org/?query=7054at7147	solute carrier family 25 member 51
7326at7147	Complete	SUPER_3	19336535	19331114	-	1475.5	910	https://v12-1.orthodb.org/?query=7326at7147	alanine--tRNA ligase, mitochondrial
7353at7147	Complete	SUPER_2	8978592	8972796	-	1211.0	733	https://v12-1.orthodb.org/?query=7353at7147	inositol polyphosphate 5-phosphatase OCRL
7355at7147	Complete	SUPER_1	68484583	68486086	+	974.7	476	https://v12-1.orthodb.org/?query=7355at7147	Adenylosuccinate lyase
7470at7147	Complete	SUPER_3	102400319	102399208	-	337.6	150	https://v12-1.orthodb.org/?query=7470at7147	Immunoglobulin domain-containing protein oig-4
7527at7147	Complete	SUPER_1	85249986	85271351	+	767.5	334	https://v12-1.orthodb.org/?query=7527at7147	LIM and senescent cell antigen-like-containing domain protein 1
7563at7147	Complete	SUPER_2	17110673	17089175	-	2372.9	1103	https://v12-1.orthodb.org/?query=7563at7147	probable phosphorylase b kinase regulatory subunit alpha
7677at7147	Complete	SUPER_1	139457974	139475733	+	695.0	359	https://v12-1.orthodb.org/?query=7677at7147	elongation of very long chain fatty acids protein
7764at7147	Complete	SUPER_3	117223858	117204147	-	809.5	461	https://v12-1.orthodb.org/?query=7764at7147	Ionotropic glutamate receptor
7798at7147	Complete	SUPER_5	99050261	99046847	-	482.9	237	https://v12-1.orthodb.org/?query=7798at7147	GTP-binding protein Rit2
7971at7147	Complete	SUPER_2	116073621	116078115	+	1051.5	491	https://v12-1.orthodb.org/?query=7971at7147	glucose-6-phosphate 1-dehydrogenase
8005at7147	Complete	SUPER_2	51458949	51454989	-	822.4	427	https://v12-1.orthodb.org/?query=8005at7147	N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein
8016at7147	Complete	SUPER_4	3382989	3377609	-	1722.6	901	https://v12-1.orthodb.org/?query=8016at7147	transportin-3
8037at7147	Complete	SUPER_1	132400276	132372904	-	2345.7	994	https://v12-1.orthodb.org/?query=8037at7147	sodium/potassium-transporting ATPase subunit alpha
8079at7147	Complete	SUPER_2	114778930	114752862	-	2317.2	1063	https://v12-1.orthodb.org/?query=8079at7147	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase
8161at7147	Complete	SUPER_1	137182858	137199212	+	1158.4	704	https://v12-1.orthodb.org/?query=8161at7147	uncharacterized protein, isoform A
8234at7147	Complete	SUPER_4	27257970	27253141	-	852.7	553	https://v12-1.orthodb.org/?query=8234at7147	TBC1 domain family member 15
8348at7147	Complete	SUPER_4	6531781	6545604	+	770.0	393	https://v12-1.orthodb.org/?query=8348at7147	Ethanolaminephosphotransferase 1
8364at7147	Complete	SUPER_1	22937521	22959272	+	406.8	230	https://v12-1.orthodb.org/?query=8364at7147	45 kDa calcium-binding protein
8365at7147	Complete	SUPER_5	105233676	105232878	-	354.3	228	https://v12-1.orthodb.org/?query=8365at7147	lysM and putative peptidoglycan-binding domain-containing protein 3
8456at7147	Complete	SUPER_1	85278939	85276039	-	536.7	341	https://v12-1.orthodb.org/?query=8456at7147	Inositol polyphosphate 1-phosphatase
8734at7147	Complete	SUPER_2	7763228	7779724	+	1505.3	876	https://v12-1.orthodb.org/?query=8734at7147	uncharacterized protein, isoform A
8741at7147	Complete	SUPER_4	74485376	74457146	-	684.7	398	https://v12-1.orthodb.org/?query=8741at7147	DNA fragmentation factor subunit beta
8776at7147	Complete	SUPER_4	33604944	33603917	-	354.6	261	https://v12-1.orthodb.org/?query=8776at7147	histidine protein methyltransferase 1 homolog
8873at7147	Complete	SUPER_2	5123318	5126428	+	1034.6	842	https://v12-1.orthodb.org/?query=8873at7147	WD repeat-containing protein 6
8933at7147	Complete	SUPER_5	15653424	15656612	+	1119.9	542	https://v12-1.orthodb.org/?query=8933at7147	T-complex protein 1 subunit theta
8944at7147	Complete	SUPER_1	11129387	11133333	+	549.6	351	https://v12-1.orthodb.org/?query=8944at7147	nucleoside diphosphate kinase 7
8977at7147	Complete	SUPER_4	9027640	9009302	-	1126.6	518	https://v12-1.orthodb.org/?query=8977at7147	nicotinate phosphoribosyltransferase
9125at7147	Complete	SUPER_5	13643476	13686262	+	1988.9	1039	https://v12-1.orthodb.org/?query=9125at7147	Phospholipase D2
9191at7147	Complete	SUPER_4	70951155	70996421	+	512.7	303	https://v12-1.orthodb.org/?query=9191at7147	selenide, water dikinase 2
9356at7147	Complete	SUPER_3	111710963	111712052	+	500.8	314	https://v12-1.orthodb.org/?query=9356at7147	Peroxisomal membrane protein PEX16
9394at7147	Complete	SUPER_5	1659143	1656220	-	641.0	325	https://v12-1.orthodb.org/?query=9394at7147	transaldolase
9406at7147	Complete	SUPER_2	116889144	116881190	-	376.9	184	https://v12-1.orthodb.org/?query=9406at7147	nuclear factor 1
9425at7147	Complete	SUPER_1	2154350	2151352	-	441.7	372	https://v12-1.orthodb.org/?query=9425at7147	neugrin
9487at7147	Complete	SUPER_4	95826885	95825360	-	709.1	410	https://v12-1.orthodb.org/?query=9487at7147	Phosphatidylinositol glycan anchor biosynthesis class U protein
9678at7147	Complete	SUPER_4	44977134	44979248	+	1015.9	475	https://v12-1.orthodb.org/?query=9678at7147	F-box-like/WD repeat-containing protein ebi
9921at7147	Complete	SUPER_3	4449404	4452012	+	365.7	259	https://v12-1.orthodb.org/?query=9921at7147	proline-rich extensin-like protein EPR1
9938at7147	Complete	SUPER_5	107269932	107216068	-	5124.1	3090	https://v12-1.orthodb.org/?query=9938at7147	Vacuolar protein sorting-associated protein 13
10055at7147	Complete	SUPER_1	1738990	1741027	+	1083.5	508	https://v12-1.orthodb.org/?query=10055at7147	RAC serine/threonine-protein kinase
10097at7147	Complete	SUPER_4	100021787	100020768	-	607.8	297	https://v12-1.orthodb.org/?query=10097at7147	hydroxymethylglutaryl-CoA lyase, mitochondrial
10198at7147	Complete	SUPER_3	110946928	110948431	+	899.5	396	https://v12-1.orthodb.org/?query=10198at7147	ruvB-like helicase 2
10247at7147	Complete	SUPER_5	106255594	106251319	-	2450.9	1231	https://v12-1.orthodb.org/?query=10247at7147	epidermal growth factor receptor
10407at7147	Complete	SUPER_1	131066933	131066038	-	553.1	271	https://v12-1.orthodb.org/?query=10407at7147	diphthine methyl ester synthase
10408at7147	Complete	SUPER_2	67983623	67969944	-	275.7	161	https://v12-1.orthodb.org/?query=10408at7147	uncharacterized protein LOC119656828 isoform X1
10443at7147	Complete	SUPER_3	116890374	116897417	+	1874.8	1112	https://v12-1.orthodb.org/?query=10443at7147	Protein artichoke
10456at7147	Complete	SUPER_1	130252062	130251165	-	466.2	271	https://v12-1.orthodb.org/?query=10456at7147	osiris 11
10522at7147	Complete	SUPER_4	84266068	84257528	-	1294.0	677	https://v12-1.orthodb.org/?query=10522at7147	ABC transporter G family member 20
10532at7147	Complete	SUPER_4	25538606	25532862	-	791.5	394	https://v12-1.orthodb.org/?query=10532at7147	PRKCA-binding protein
10563at7147	Complete	SUPER_1	24831868	24812399	-	3574.6	1589	https://v12-1.orthodb.org/?query=10563at7147	Chitin synthase chs-2
10589at7147	Complete	SUPER_5	82261696	82262776	+	527.2	360	https://v12-1.orthodb.org/?query=10589at7147	probable inactive tRNA-specific adenosine deaminase-like protein 3
10612at7147	Complete	SUPER_4	92094203	92090683	-	1763.3	990	https://v12-1.orthodb.org/?query=10612at7147	DNA polymerase subunit gamma-1, mitochondrial
10620at7147	Complete	SUPER_2	4975302	4977675	+	305.0	165	https://v12-1.orthodb.org/?query=10620at7147	singles bar
10654at7147	Complete	SUPER_4	13780813	13780108	-	320.0	214	https://v12-1.orthodb.org/?query=10654at7147	probable RNA methyltransferase CG11342
10709at7147	Complete	SUPER_5	98491591	98493907	+	683.9	397	https://v12-1.orthodb.org/?query=10709at7147	monocarboxylate transporter 13
10730at7147	Complete	SUPER_4	109029349	109030825	+	647.5	359	https://v12-1.orthodb.org/?query=10730at7147	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase
10821at7147	Complete	SUPER_3	4190822	4189015	-	553.4	348	https://v12-1.orthodb.org/?query=10821at7147	protein prune homolog 2
10911at7147	Complete	SUPER_2	25994464	26004708	+	1319.6	912	https://v12-1.orthodb.org/?query=10911at7147	WD repeat-containing protein 63
11023at7147	Complete	SUPER_4	9046394	9049007	+	830.4	482	https://v12-1.orthodb.org/?query=11023at7147	putative tRNA pseudouridine synthase Pus10
11146at7147	Complete	SUPER_1	49078023	49087141	+	1000.6	532	https://v12-1.orthodb.org/?query=11146at7147	alpha-1,2-mannosyltransferase ALG9
11268at7147	Complete	SUPER_5	75495785	75492691	-	577.2	297	https://v12-1.orthodb.org/?query=11268at7147	coiled-coil domain-containing protein 130 homolog
11292at7147	Complete	SUPER_5	94653212	94655718	+	1084.9	670	https://v12-1.orthodb.org/?query=11292at7147	Chromatin assembly factor 1 subunit B
11343at7147	Complete	SUPER_5	14496265	14494950	-	481.8	278	https://v12-1.orthodb.org/?query=11343at7147	outer dynein arm-docking complex subunit 4
11421at7147	Complete	SUPER_5	26600080	26601484	+	798.6	430	https://v12-1.orthodb.org/?query=11421at7147	periodic tryptophan protein 1 homolog
11457at7147	Complete	SUPER_1	142972413	142961037	-	378.3	210	https://v12-1.orthodb.org/?query=11457at7147	GILT-like protein 1
11484at7147	Complete	SUPER_2	7666771	7669716	+	900.2	727	https://v12-1.orthodb.org/?query=11484at7147	uncharacterized protein LOC6041752
11516at7147	Complete	SUPER_5	3178423	3176972	-	654.5	398	https://v12-1.orthodb.org/?query=11516at7147	Transmembrane protein
11534at7147	Complete	SUPER_2	43648279	43645370	-	729.9	357	https://v12-1.orthodb.org/?query=11534at7147	glycosyltransferase-like domain-containing protein 1-like
11753at7147	Complete	SUPER_4	13189906	13195147	+	642.8	317	https://v12-1.orthodb.org/?query=11753at7147	short-chain dehydrogenase/reductase family 16C member 6
11778at7147	Complete	SUPER_4	15587146	15589636	+	424.6	256	https://v12-1.orthodb.org/?query=11778at7147	F-box/LRR-repeat protein 15
11874at7147	Complete	SUPER_1	107147921	107149162	+	531.8	277	https://v12-1.orthodb.org/?query=11874at7147	SPARC
11888at7147	Complete	SUPER_5	81053301	81062860	+	221.4	111	https://v12-1.orthodb.org/?query=11888at7147	CDGSH iron-sulfur domain-containing protein 3, mitochondrial
11999at7147	Complete	SUPER_5	74271454	74272234	+	548.1	258	https://v12-1.orthodb.org/?query=11999at7147	proteasome subunit alpha type-4
12100at7147	Complete	SUPER_2	67244218	67234962	-	1591.5	739	https://v12-1.orthodb.org/?query=12100at7147	glutamine-dependent NAD(+) synthetase
12116at7147	Complete	SUPER_2	111936374	111932327	-	687.5	328	https://v12-1.orthodb.org/?query=12116at7147	Flotillin-2
12219at7147	Complete	SUPER_2	9852143	9853612	+	831.4	419	https://v12-1.orthodb.org/?query=12219at7147	dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit
12226at7147	Complete	SUPER_4	878772	877659	-	567.7	348	https://v12-1.orthodb.org/?query=12226at7147	tubulin-specific chaperone C
12283at7147	Complete	SUPER_3	42990598	42993012	+	330.4	219	https://v12-1.orthodb.org/?query=12283at7147	RAB6-interacting golgin
12285at7147	Complete	SUPER_1	37876651	37877099	+	247.3	131	https://v12-1.orthodb.org/?query=12285at7147	short coiled-coil protein
12361at7147	Complete	SUPER_2	17192932	17197940	+	955.5	557	https://v12-1.orthodb.org/?query=12361at7147	2',5'-phosphodiesterase 12
12492at7147	Complete	SUPER_1	140827497	140816143	-	904.2	508	https://v12-1.orthodb.org/?query=12492at7147	CDK5RAP1-like protein
12531at7147	Complete	SUPER_1	124684934	124660525	-	1549.2	1066	https://v12-1.orthodb.org/?query=12531at7147	Telo2 interacting protein 1
12652at7147	Complete	SUPER_5	13483598	13485823	+	799.0	482	https://v12-1.orthodb.org/?query=12652at7147	Membrane-bound transcription factor site-2 protease
12759at7147	Complete	SUPER_4	16969746	16969359	-	160.6	105	https://v12-1.orthodb.org/?query=12759at7147	replication protein A 14 kDa subunit A
12796at7147	Complete	SUPER_2	4602550	4607129	+	644.9	421	https://v12-1.orthodb.org/?query=12796at7147	Allantoinase
12973at7147	Complete	SUPER_2	51655041	51654085	-	490.2	250	https://v12-1.orthodb.org/?query=12973at7147	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial
13052at7147	Complete	SUPER_3	17434310	17383536	-	780.9	370	https://v12-1.orthodb.org/?query=13052at7147	uncharacterized protein LOC129757087 isoform X1
13055at7147	Complete	SUPER_2	33104260	33105379	+	482.8	345	https://v12-1.orthodb.org/?query=13055at7147	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit wuho
13056at7147	Complete	SUPER_5	407944	411953	+	388.5	226	https://v12-1.orthodb.org/?query=13056at7147	thioredoxin-related transmembrane protein 1
13145at7147	Complete	SUPER_1	89508340	89509109	+	236.4	143	https://v12-1.orthodb.org/?query=13145at7147	uncharacterized protein, isoform A
13207at7147	Complete	SUPER_5	106005941	106005593	-	153.1	81	https://v12-1.orthodb.org/?query=13207at7147	uncharacterized protein LOC6048518
13389at7147	Complete	SUPER_4	93759179	93756160	-	770.4	439	https://v12-1.orthodb.org/?query=13389at7147	lysophospholipid acyltransferase 7
13497at7147	Complete	SUPER_2	10184818	10185988	+	303.5	309	https://v12-1.orthodb.org/?query=13497at7147	uncharacterized protein, isoform A
13588at7147	Complete	SUPER_4	110005151	110014695	+	1251.8	706	https://v12-1.orthodb.org/?query=13588at7147	Meiosis regulator and mRNA stability factor 1
13731at7147	Complete	SUPER_1	10188511	10187641	-	495.0	287	https://v12-1.orthodb.org/?query=13731at7147	cell cycle checkpoint protein RAD1
13808at7147	Complete	SUPER_1	90999103	91000495	+	732.8	400	https://v12-1.orthodb.org/?query=13808at7147	Cleavage stimulation factor subunit 2
