buscoID	query_chr	position	assigned_alg	status
7355at7147	OZ287660.1	68485334.5	NA	unassigned
7470at7147	OZ287662.1	102399763.5	db2a	assigned
7527at7147	OZ287660.1	85260668.5	db3a	assigned
7563at7147	OZ287661.1	17099924.0	db3b	assigned
7677at7147	OZ287660.1	139466853.5	db3a	assigned
7764at7147	OZ287662.1	117214002.5	db2a	assigned
7798at7147	OZ287664.1	99048554.0	db1b	assigned
7971at7147	OZ287661.1	116075868.0	db6	assigned
8005at7147	OZ287661.1	51456969.0	NA	unassigned
8016at7147	OZ287663.1	3380299.0	db5	assigned
8037at7147	OZ287660.1	132386590.0	db3a	assigned
8079at7147	OZ287661.1	114765896.0	db4b	assigned
8161at7147	OZ287660.1	137191035.0	db3a	assigned
8234at7147	OZ287663.1	27255555.5	db5	assigned
8348at7147	OZ287663.1	6538692.5	db5	assigned
8364at7147	OZ287660.1	22948396.5	db4a	assigned
8365at7147	OZ287664.1	105233277.0	db1b	assigned
8456at7147	OZ287660.1	85277489.0	db3a	assigned
8734at7147	OZ287661.1	7771476.0	db3b	assigned
8741at7147	OZ287663.1	74471261.0	db5	assigned
8776at7147	OZ287663.1	33604430.5	db5	assigned
8873at7147	OZ287661.1	5124873.0	db3b	assigned
8933at7147	OZ287664.1	15655018.0	db2b	assigned
8944at7147	OZ287660.1	11131360.0	db4a	assigned
8977at7147	OZ287663.1	9018471.0	db5	assigned
9125at7147	OZ287664.1	13664869.0	db2b	assigned
9191at7147	OZ287663.1	70973788.0	db4b	assigned
9356at7147	OZ287662.1	111711507.5	db3b	assigned
9394at7147	OZ287664.1	1657681.5	db2b	assigned
9406at7147	OZ287661.1	116885167.0	db6	assigned
9425at7147	OZ287660.1	2152851.0	db4a	assigned
9487at7147	OZ287663.1	95826122.5	db5	assigned
9678at7147	OZ287663.1	44978191.0	db5	assigned
9921at7147	OZ287662.1	4450708.0	db1a	assigned
9938at7147	OZ287664.1	107243000.0	db1b	assigned
10055at7147	OZ287660.1	1740008.5	db4a	assigned
10097at7147	OZ287663.1	100021277.5	db5	assigned
10198at7147	OZ287662.1	110947679.5	db5	assigned
10247at7147	OZ287664.1	106253456.5	db1b	assigned
10407at7147	OZ287660.1	131066485.5	db3a	assigned
10408at7147	OZ287661.1	67976783.5	db3b	assigned
10443at7147	OZ287662.1	116893895.5	db2a	assigned
10456at7147	OZ287660.1	130251613.5	db3a	assigned
10522at7147	OZ287663.1	84261798.0	db3a	assigned
10532at7147	OZ287663.1	25535734.0	db1b	assigned
10563at7147	OZ287660.1	24822133.5	NA	unassigned
10589at7147	OZ287664.1	82262236.0	db1b	assigned
10612at7147	OZ287663.1	92092443.0	db3b	assigned
10620at7147	OZ287661.1	4976488.5	db3b	assigned
10654at7147	OZ287663.1	13780460.5	db5	assigned
10709at7147	OZ287664.1	98492749.0	db1b	assigned
10730at7147	OZ287663.1	109030087.0	db6	assigned
10821at7147	OZ287662.1	4189918.5	db1a	assigned
10911at7147	OZ287661.1	25999586.0	db3b	assigned
11023at7147	OZ287663.1	9047700.5	db5	assigned
11146at7147	OZ287660.1	49082582.0	db4a	assigned
11268at7147	OZ287664.1	75494238.0	db1b	assigned
11292at7147	OZ287664.1	94654465.0	db1a	assigned
11343at7147	OZ287664.1	14495607.5	db2b	assigned
11421at7147	OZ287664.1	26600782.0	db2b	assigned
11457at7147	OZ287660.1	142966725.0	db3a	assigned
11484at7147	OZ287661.1	7668243.5	db3b	assigned
11516at7147	OZ287664.1	3177697.5	NA	unassigned
11534at7147	OZ287661.1	43646824.5	db2b	assigned
11753at7147	OZ287663.1	13192526.5	db5	assigned
11778at7147	OZ287663.1	15588391.0	db5	assigned
11874at7147	OZ287660.1	107148541.5	db3a	assigned
11888at7147	OZ287664.1	81058080.5	db1b	assigned
11999at7147	OZ287664.1	74271844.0	db1b	assigned
12100at7147	OZ287661.1	67239590.0	db3b	assigned
12116at7147	OZ287661.1	111934350.5	db4b	assigned
12219at7147	OZ287661.1	9852877.5	db3b	assigned
12226at7147	OZ287663.1	878215.5	db5	assigned
12283at7147	OZ287662.1	42991805.0	db1a	assigned
12285at7147	OZ287660.1	37876875.0	db4a	assigned
12361at7147	OZ287661.1	17195436.0	db3b	assigned
12492at7147	OZ287660.1	140821820.0	db2b	assigned
12531at7147	OZ287660.1	124672729.5	db3a	assigned
12652at7147	OZ287664.1	13484710.5	NA	unassigned
12759at7147	OZ287663.1	16969552.5	db5	assigned
12796at7147	OZ287661.1	4604839.5	db3b	assigned
12973at7147	OZ287661.1	51654563.0	db3b	assigned
13052at7147	OZ287662.1	17408923.0	db1a	assigned
13055at7147	OZ287661.1	33104819.5	db3b	assigned
13056at7147	OZ287664.1	409948.5	db2b	assigned
13145at7147	OZ287660.1	89508724.5	db3a	assigned
13207at7147	OZ287664.1	106005767.0	db1b	assigned
13389at7147	OZ287663.1	93757669.5	db5	assigned
13497at7147	OZ287661.1	10185403.0	db1b	assigned
13588at7147	OZ287663.1	110009923.0	db5	assigned
13731at7147	OZ287660.1	10188076.0	db4a	assigned
13808at7147	OZ287660.1	90999799.0	db3a	assigned
13883at7147	OZ287661.1	33110417.0	db2b	assigned
13919at7147	OZ287664.1	102166307.0	db1b	assigned
14042at7147	OZ287664.1	1182449.5	db3b	assigned
14054at7147	OZ287662.1	105208320.5	db2a	assigned
14119at7147	OZ287661.1	4980149.5	db3b	assigned
14247at7147	OZ287663.1	107120059.0	db5	assigned
14368at7147	OZ287662.1	117661116.0	db2a	assigned
14376at7147	OZ287662.1	29066217.5	db3a	assigned
14513at7147	OZ287660.1	94087279.5	db3a	assigned
14525at7147	OZ287660.1	35314809.5	db5	assigned
14621at7147	OZ287663.1	107693509.0	db5	assigned
14633at7147	OZ287663.1	104821633.0	db5	assigned
14661at7147	OZ287661.1	108389984.5	db4b	assigned
14706at7147	OZ287662.1	115318240.5	db1a	assigned
14792at7147	OZ287660.1	14114468.0	db4a	assigned
14821at7147	OZ287664.1	103972273.0	NA	unassigned
15074at7147	OZ287663.1	15569267.0	db5	assigned
15336at7147	OZ287662.1	11006855.0	db1a	assigned
15356at7147	OZ287660.1	35628371.0	db4a	assigned
15390at7147	OZ287664.1	16449718.5	db2b	assigned
15451at7147	OZ287664.1	100730680.5	db1b	assigned
15468at7147	OZ287664.1	22879811.0	db2b	assigned
15549at7147	OZ287663.1	25076896.0	db5	assigned
15597at7147	OZ287662.1	88599002.5	db2a	assigned
15662at7147	OZ287663.1	86675080.5	db5	assigned
15771at7147	OZ287661.1	106202452.5	NA	unassigned
15909at7147	OZ287660.1	16044430.5	db4a	assigned
15956at7147	OZ287662.1	113841528.5	db2a	assigned
15977at7147	OZ287664.1	70149439.0	db4b	assigned
16128at7147	OZ287661.1	22499347.0	db3b	assigned
16264at7147	OZ287663.1	29401191.0	db5	assigned
16285at7147	OZ287660.1	1165927.5	db4a	assigned
16470at7147	OZ287660.1	158543891.5	NA	unassigned
16687at7147	OZ287660.1	15956282.0	db4a	assigned
16747at7147	OZ287660.1	18904167.5	db4a	assigned
16822at7147	OZ287664.1	12661952.0	NA	unassigned
16840at7147	OZ287661.1	11729450.5	db3b	assigned
16873at7147	OZ287664.1	15137008.5	db2b	assigned
16927at7147	OZ287661.1	8372659.5	db4a	assigned
16945at7147	OZ287661.1	102675507.0	db4b	assigned
17073at7147	OZ287663.1	97871738.0	db5	assigned
17231at7147	OZ287661.1	108008361.5	db4b	assigned
17265at7147	OZ287662.1	109558658.5	db3b	assigned
17402at7147	OZ287662.1	14743457.5	db1a	assigned
17410at7147	OZ287663.1	6600631.5	db5	assigned
17444at7147	OZ287661.1	12352094.0	db3b	assigned
17528at7147	OZ287660.1	154275924.0	db3a	assigned
17568at7147	OZ287663.1	36756867.0	db5	assigned
17603at7147	OZ287663.1	4873527.0	db5	assigned
17608at7147	OZ287663.1	3428431.5	db5	assigned
17630at7147	OZ287660.1	121270024.5	db3a	assigned
17649at7147	OZ287661.1	114902577.5	NA	unassigned
17672at7147	OZ287660.1	118741673.5	db3a	assigned
17711at7147	OZ287663.1	10468807.5	db5	assigned
17793at7147	OZ287663.1	33699350.5	db5	assigned
17796at7147	OZ287662.1	32776654.0	db1a	assigned
17799at7147	OZ287661.1	29807974.0	db4a	assigned
17888at7147	OZ287663.1	96629851.5	db3b	assigned
17896at7147	OZ287661.1	122201380.0	db4b	assigned
17953at7147	OZ287661.1	111826591.0	db4b	assigned
17982at7147	OZ287664.1	98196044.5	NA	unassigned
17984at7147	OZ287660.1	94871769.5	NA	unassigned
18006at7147	OZ287664.1	32411876.0	db2b	assigned
18027at7147	OZ287661.1	102649271.0	db4b	assigned
18028at7147	OZ287662.1	39092234.5	db1a	assigned
18059at7147	OZ287660.1	106652522.5	db1a	assigned
18072at7147	OZ287662.1	92385697.0	NA	unassigned
18472at7147	OZ287663.1	40297521.5	db5	assigned
18484at7147	OZ287663.1	25495455.0	db5	assigned
18515at7147	OZ287660.1	140142598.0	db3a	assigned
18923at7147	OZ287664.1	66882142.5	db1b	assigned
19144at7147	OZ287661.1	25066814.5	db4b	assigned
19212at7147	OZ287661.1	1301998.0	db3b	assigned
19395at7147	OZ287661.1	107288976.5	db3b	assigned
19684at7147	OZ287660.1	159715310.0	db3a	assigned
19729at7147	OZ287662.1	35341811.0	db1a	assigned
19746at7147	OZ287664.1	98414089.5	db1b	assigned
19750at7147	OZ287662.1	94059369.5	db2a	assigned
19787at7147	OZ287660.1	30923547.0	db3a	assigned
19873at7147	OZ287660.1	48817227.0	db4a	assigned
20074at7147	OZ287660.1	36797672.5	db4a	assigned
20189at7147	OZ287662.1	3161687.5	db1a	assigned
20309at7147	OZ287662.1	90204323.5	db2a	assigned
20384at7147	OZ287661.1	107519908.0	db3b	assigned
20583at7147	OZ287662.1	44710521.5	db1a	assigned
20633at7147	OZ287663.1	38706828.5	db5	assigned
20674at7147	OZ287662.1	13419864.5	db1a	assigned
20729at7147	OZ287663.1	86571488.5	db5	assigned
20769at7147	OZ287660.1	26127498.0	db5	assigned
20821at7147	OZ287663.1	5969898.0	db5	assigned
21072at7147	OZ287663.1	24400009.5	db5	assigned
21190at7147	OZ287664.1	4248578.5	db2b	assigned
21253at7147	OZ287663.1	16418676.0	db5	assigned
21351at7147	OZ287663.1	4384628.0	db5	assigned
21439at7147	OZ287660.1	3977952.5	db4a	assigned
21468at7147	OZ287664.1	2149853.5	db1b	assigned
21503at7147	OZ287662.1	96265837.5	db1a	assigned
21508at7147	OZ287660.1	153910282.0	db6	assigned
21581at7147	OZ287662.1	4594600.0	db1a	assigned
21585at7147	OZ287660.1	19129866.5	db4a	assigned
21605at7147	OZ287662.1	61261720.0	db1a	assigned
21773at7147	OZ287663.1	107623537.5	NA	unassigned
21818at7147	OZ287663.1	674292.5	db4a	assigned
21852at7147	OZ287663.1	39007549.0	db5	assigned
21918at7147	OZ287661.1	5894454.5	db2a	assigned
21939at7147	OZ287662.1	33962546.5	db1a	assigned
22024at7147	OZ287662.1	27400366.5	db1a	assigned
22088at7147	OZ287662.1	98100446.0	db2a	assigned
22255at7147	OZ287660.1	88242522.5	db3a	assigned
22333at7147	OZ287660.1	160899658.5	db3a	assigned
22334at7147	OZ287661.1	67588224.5	db2b	assigned
22418at7147	OZ287660.1	7298621.0	db4a	assigned
22449at7147	OZ287663.1	11822991.5	db5	assigned
22604at7147	OZ287660.1	152349314.0	db3a	assigned
22719at7147	OZ287662.1	53720114.5	db1a	assigned
22815at7147	OZ287663.1	8562713.5	db5	assigned
23190at7147	OZ287664.1	2857662.0	db2b	assigned
23197at7147	OZ287660.1	155714441.0	db3a	assigned
23278at7147	OZ287664.1	98369569.5	db1b	assigned
23365at7147	OZ287664.1	98191087.0	db1b	assigned
23560at7147	OZ287660.1	7506716.5	db5	assigned
23846at7147	OZ287660.1	112010356.0	db3a	assigned
24160at7147	OZ287661.1	62199927.5	db3b	assigned
24342at7147	OZ287661.1	120604150.5	db4b	assigned
24411at7147	OZ287664.1	81275805.5	db1b	assigned
24444at7147	OZ287662.1	6445265.5	db1a	assigned
24557at7147	OZ287660.1	130432546.5	db3a	assigned
24690at7147	OZ287664.1	92672617.5	db1b	assigned
24767at7147	OZ287664.1	25668466.5	db2b	assigned
24982at7147	OZ287662.1	40507763.5	db1a	assigned
25034at7147	OZ287664.1	11628801.5	db2b	assigned
25037at7147	OZ287661.1	108908744.5	NA	unassigned
25045at7147	OZ287661.1	73131533.5	db4b	assigned
25091at7147	OZ287663.1	84371089.5	db5	assigned
25119at7147	OZ287663.1	6279343.5	db5	assigned
25176at7147	OZ287663.1	13785543.0	db5	assigned
25297at7147	OZ287663.1	23761037.5	db5	assigned
25365at7147	OZ287661.1	3296209.0	db3b	assigned
25380at7147	OZ287663.1	40855236.0	db5	assigned
25381at7147	OZ287660.1	81673266.0	db3a	assigned
25399at7147	OZ287663.1	24615783.5	db3a	assigned
25417at7147	OZ287661.1	41000999.0	db3b	assigned
25419at7147	OZ287661.1	107811010.0	db4b	assigned
25471at7147	OZ287660.1	123181580.5	db4a	assigned
25587at7147	OZ287664.1	105231660.0	db1b	assigned
25662at7147	OZ287664.1	78022496.0	db4a	assigned
25769at7147	OZ287664.1	74983005.5	db1b	assigned
25828at7147	OZ287661.1	120902275.5	db4b	assigned
25925at7147	OZ287664.1	32446805.0	db3a	assigned
26206at7147	OZ287662.1	4154327.0	db1a	assigned
26270at7147	OZ287660.1	151910686.5	db3a	assigned
26382at7147	OZ287664.1	79243325.0	db1b	assigned
26413at7147	OZ287664.1	86200075.0	db1b	assigned
26431at7147	OZ287660.1	159749089.0	db3a	assigned
26452at7147	OZ287664.1	26338615.5	db2b	assigned
26486at7147	OZ287664.1	95200994.5	db1b	assigned
26565at7147	OZ287661.1	29214601.0	db3b	assigned
26603at7147	OZ287663.1	16173314.0	db5	assigned
26679at7147	OZ287662.1	90179115.0	NA	unassigned
26759at7147	OZ287660.1	158982554.5	db3a	assigned
26790at7147	OZ287660.1	88149885.5	db3a	assigned
26854at7147	OZ287663.1	20942305.5	db5	assigned
26907at7147	OZ287660.1	88592108.5	NA	unassigned
27022at7147	OZ287660.1	10449744.0	db4a	assigned
27053at7147	OZ287661.1	3232270.5	db3b	assigned
27072at7147	OZ287664.1	76264318.0	db1b	assigned
27128at7147	OZ287660.1	7441363.5	db4a	assigned
27217at7147	OZ287664.1	85657291.0	db1b	assigned
27268at7147	OZ287664.1	32438309.5	db1b	assigned
27297at7147	OZ287663.1	31873030.5	db5	assigned
27507at7147	OZ287662.1	42994672.0	db2a	assigned
27513at7147	OZ287662.1	44157834.5	NA	unassigned
27653at7147	OZ287661.1	1783219.5	NA	unassigned
27793at7147	OZ287661.1	111476711.5	db6	assigned
27804at7147	OZ287662.1	35982942.0	db4a	assigned
27839at7147	OZ287663.1	34454688.5	db5	assigned
27852at7147	OZ287661.1	118773440.0	db4b	assigned
27970at7147	OZ287662.1	4080441.0	db1a	assigned
27997at7147	OZ287661.1	11919847.5	db4b	assigned
28180at7147	OZ287661.1	123387226.5	db4b	assigned
28266at7147	OZ287663.1	99985240.5	db3a	assigned
28453at7147	OZ287661.1	114241941.5	db4b	assigned
28547at7147	OZ287661.1	15670694.0	db3b	assigned
28601at7147	OZ287663.1	34559500.5	NA	unassigned
28614at7147	OZ287663.1	106487193.0	db4b	assigned
28615at7147	OZ287662.1	10131776.0	db1a	assigned
28627at7147	OZ287661.1	57664169.0	db2b	assigned
28877at7147	OZ287661.1	2425633.0	db3b	assigned
28937at7147	OZ287664.1	59602662.5	db1b	assigned
28958at7147	OZ287661.1	112560060.5	db4b	assigned
29289at7147	OZ287663.1	86833208.5	db5	assigned
29361at7147	OZ287662.1	711545.0	db1a	assigned
29535at7147	OZ287660.1	130611309.5	db3a	assigned
29552at7147	OZ287661.1	28843266.5	db3b	assigned
29583at7147	OZ287662.1	1473186.5	db1a	assigned
29601at7147	OZ287664.1	93447928.5	db1b	assigned
29659at7147	OZ287660.1	14470429.0	db5	assigned
29676at7147	OZ287661.1	48542632.0	db3b	assigned
29993at7147	OZ287664.1	12850573.5	db2b	assigned
30071at7147	OZ287661.1	37080756.0	db3b	assigned
30121at7147	OZ287664.1	13436943.0	db2b	assigned
30213at7147	OZ287663.1	4910714.0	db5	assigned
31943at7147	OZ287663.1	4371185.5	db5	assigned
32033at7147	OZ287661.1	19970158.0	db4a	assigned
32054at7147	OZ287660.1	109945594.5	db3a	assigned
32137at7147	OZ287660.1	149080798.0	db3a	assigned
32183at7147	OZ287661.1	97505069.0	db4b	assigned
32210at7147	OZ287660.1	52095980.0	db4a	assigned
32273at7147	OZ287662.1	115472372.5	db1a	assigned
32289at7147	OZ287661.1	116051819.5	db4b	assigned
32293at7147	OZ287660.1	150207841.0	db3a	assigned
32370at7147	OZ287664.1	72898057.0	db2b	assigned
32472at7147	OZ287662.1	35740195.5	db1a	assigned
32487at7147	OZ287660.1	116003291.5	db3a	assigned
32490at7147	OZ287662.1	111621788.5	db2a	assigned
32518at7147	OZ287660.1	27803166.5	db4a	assigned
32626at7147	OZ287664.1	88427363.5	db1b	assigned
32720at7147	OZ287660.1	99367012.5	db3a	assigned
32727at7147	OZ287661.1	117130338.0	db3b	assigned
32812at7147	OZ287663.1	73640375.0	db5	assigned
32815at7147	OZ287661.1	107872966.5	db3b	assigned
32838at7147	OZ287662.1	92748762.0	db2a	assigned
33085at7147	OZ287664.1	60375278.0	db1b	assigned
33135at7147	OZ287663.1	95908885.0	db5	assigned
33155at7147	OZ287663.1	96646788.5	db5	assigned
33177at7147	OZ287663.1	96351456.0	db5	assigned
33238at7147	OZ287660.1	33807846.0	db3a	assigned
33296at7147	OZ287660.1	91369392.0	db3a	assigned
33297at7147	OZ287662.1	27408892.0	db1a	assigned
33333at7147	OZ287661.1	13133078.5	db3b	assigned
33410at7147	OZ287663.1	6153617.5	db5	assigned
33462at7147	OZ287661.1	120501639.0	db4b	assigned
33480at7147	OZ287663.1	87982220.5	db5	assigned
33545at7147	OZ287661.1	45659482.5	db4b	assigned
33557at7147	OZ287661.1	114134201.0	db4b	assigned
33600at7147	OZ287662.1	27093149.0	db2a	assigned
33604at7147	OZ287661.1	106766275.0	db4b	assigned
33639at7147	OZ287660.1	25778138.0	db4a	assigned
33865at7147	OZ287661.1	111448149.5	db4b	assigned
33872at7147	OZ287660.1	3557640.5	db4a	assigned
33932at7147	OZ287662.1	35620390.5	db1a	assigned
33935at7147	OZ287660.1	37227404.0	db4a	assigned
33961at7147	OZ287660.1	7551311.5	db4a	assigned
34007at7147	OZ287661.1	65722310.5	db3b	assigned
34040at7147	OZ287660.1	161058197.5	db3a	assigned
34084at7147	OZ287662.1	111561654.5	db2a	assigned
34193at7147	OZ287662.1	118718326.5	db2a	assigned
34225at7147	OZ287660.1	3744557.5	db4a	assigned
34256at7147	OZ287660.1	152496815.0	db3a	assigned
34360at7147	CBFGKS010000354.1	16473.5	db3b	assigned
34360at7147	OZ287661.1	2561789.0	db3b	assigned
34395at7147	OZ287663.1	21045294.0	db2b	assigned
34542at7147	OZ287664.1	4272389.5	db3a	assigned
34569at7147	OZ287660.1	119968286.0	NA	unassigned
34697at7147	OZ287661.1	118699716.0	db4b	assigned
34735at7147	OZ287664.1	20624830.5	db2b	assigned
34764at7147	OZ287664.1	100422190.0	db1b	assigned
34784at7147	OZ287663.1	80723953.5	db5	assigned
34796at7147	OZ287660.1	142741640.0	db3a	assigned
34900at7147	OZ287663.1	107724009.0	db1a	assigned
34908at7147	OZ287662.1	13588241.5	db4a	assigned
34946at7147	OZ287664.1	7892878.0	db2b	assigned
34985at7147	OZ287660.1	9810781.0	db1b	assigned
35057at7147	OZ287660.1	2891716.0	db4a	assigned
35089at7147	OZ287660.1	35319256.0	db5	assigned
35151at7147	OZ287660.1	98339305.0	db3a	assigned
35156at7147	OZ287664.1	106838171.0	db1b	assigned
35188at7147	OZ287663.1	9900698.0	db5	assigned
35253at7147	OZ287663.1	11468324.0	db5	assigned
35281at7147	OZ287660.1	121157101.0	db3a	assigned
35393at7147	OZ287663.1	38990798.0	db5	assigned
35404at7147	OZ287663.1	8591851.0	db2b	assigned
35501at7147	OZ287662.1	20798679.5	db1a	assigned
35706at7147	OZ287662.1	53409920.5	db1a	assigned
35727at7147	OZ287663.1	4666734.5	db5	assigned
35769at7147	OZ287661.1	119536128.5	db4b	assigned
35774at7147	OZ287662.1	39086051.0	db1a	assigned
35945at7147	OZ287660.1	83752360.5	db3a	assigned
36172at7147	OZ287661.1	3533762.0	db3b	assigned
36193at7147	OZ287661.1	37195081.5	db3b	assigned
36517at7147	OZ287660.1	1982091.0	db4a	assigned
36740at7147	OZ287664.1	67425133.5	db1b	assigned
36758at7147	OZ287664.1	103768577.5	db5	assigned
36899at7147	OZ287664.1	37232849.0	db1b	assigned
36930at7147	OZ287664.1	90367509.0	db1b	assigned
37058at7147	OZ287664.1	74201811.5	db1b	assigned
37084at7147	OZ287662.1	49435102.5	db1a	assigned
37172at7147	OZ287662.1	49990622.5	db1a	assigned
37183at7147	OZ287660.1	83679785.5	db3a	assigned
37186at7147	OZ287661.1	105796489.5	db3b	assigned
37245at7147	OZ287661.1	122702573.0	NA	unassigned
37351at7147	OZ287663.1	20175458.5	db5	assigned
37358at7147	OZ287660.1	123265036.5	NA	unassigned
37366at7147	OZ287661.1	108004429.5	db4b	assigned
37445at7147	OZ287662.1	94190703.0	db2a	assigned
37448at7147	OZ287663.1	100693239.0	db5	assigned
37496at7147	OZ287664.1	93727037.5	db1b	assigned
37633at7147	OZ287662.1	118782954.0	NA	unassigned
37647at7147	OZ287663.1	18164263.5	db5	assigned
37663at7147	OZ287661.1	86238177.5	db4b	assigned
37774at7147	OZ287662.1	27118116.0	db1a	assigned
37808at7147	OZ287661.1	91337294.5	db3b	assigned
37882at7147	OZ287664.1	97523700.0	db1b	assigned
37895at7147	OZ287663.1	1726773.0	db5	assigned
38124at7147	OZ287661.1	11875288.5	NA	unassigned
38132at7147	OZ287661.1	48686400.0	db3b	assigned
38429at7147	OZ287662.1	115755858.0	db1a	assigned
38435at7147	OZ287662.1	115164283.5	db5	assigned
38461at7147	OZ287664.1	93686564.0	db1b	assigned
38565at7147	OZ287661.1	114307486.0	db4b	assigned
38629at7147	OZ287662.1	98844903.0	db2a	assigned
38813at7147	OZ287661.1	27849035.0	db5	assigned
39130at7147	OZ287660.1	146510514.0	db3a	assigned
